formula,class,R,status,reason,n_atoms,energy_eV,energy_per_atom_eV,elapsed_sec
Mn2FeAl,heusler,5,passed,,51,-2468.8887,-48.409582,125.3
Mn2CrSn,heusler,6,passed,,58,-2459.577,-42.4065,199.4
Mn2FeGa,heusler,5,passed,,41,-1992.0319,-48.586144,110.4
Mn2FeGe,heusler,5,passed,,49,-2432.9748,-49.652547,75.4
Mn2FeBi,heusler,5,passed,,51,-2755.8581,-54.036433,196.7
Mn2CoIn,heusler,6,passed,,59,-2912.8429,-49.370219,1177.9
Mn2FeIn,heusler,5,passed,,41,-1970.4666,-48.060161,128.3
Mn2FeIn,heusler,6,passed,,51,-2283.8286,-44.780953,216.1
Mn2CoSi,heusler,6,passed,,65,-3577.7643,-55.042528,1023.1
Mn2CrIn,heusler,6,passed,,59,-2417.0798,-40.967454,676.1
Mn2FeSn,heusler,5,passed,,36,-1817.4221,-50.483947,91.5
Mn2FeSb,heusler,5,passed,,49,-2574.1689,-52.534059,389.8
Mn2FeSi,heusler,5,passed,,59,-3007.8537,-50.980571,209.5
Mn2FeAl,heusler,6,passed,,89,-4138.4375,-46.499298,643.2
Mn2CrGa,heusler,6,passed,,65,-2511.5944,-38.639914,946.3
Mn2HfAl,heusler,5,passed,,36,-1325.608,-36.822444,69.9
Mn2HfGa,heusler,5,passed,,27,-864.9497,-32.035174,6.0
Mn2FeGe,heusler,6,passed,,80,-4190.5992,-52.38249,552.2
Mn2HfBi,heusler,5,passed,,36,-1537.9269,-42.720192,83.1
Mn2HfGa,heusler,6,passed,,59,-2296.3164,-38.920617,61.9
Mn2HfGe,heusler,5,passed,,27,-1023.0508,-37.89077,75.5
Mn2HfIn,heusler,5,passed,,27,-836.6215,-30.985981,139.9
Mn2HfGe,heusler,6,passed,,59,-2455.344,-41.616,177.0
Mn2HfIn,heusler,6,passed,,59,-2264.5757,-38.382639,124.4
Mn2HfSi,heusler,5,passed,,27,-996.7148,-36.915363,12.7
Mn2HfSb,heusler,5,passed,,30,-1290.8823,-43.02941,53.8
Mn2HfSn,heusler,5,passed,,27,-976.6463,-36.172085,8.0
Mn2FeBi,heusler,6,failed,timeout,89,,,900.0
Mn2MoAl,heusler,5,passed,,4,-156.2902,-39.07255,2.1
Mn2HfSb,heusler,6,passed,,59,-2570.1047,-43.561097,63.4
Mn2HfSn,heusler,6,passed,,59,-2413.306,-40.903492,57.9
Mn2FeSi,heusler,6,passed,,71,-3528.9421,-49.70341,587.5
Mn2MoGa,heusler,5,passed,,3,-118.6182,-39.5394,7.1
Mn2MoAl,heusler,6,passed,,7,-281.3708,-40.195829,74.0
Mn2MoGa,heusler,6,passed,,6,-221.3688,-36.8948,9.5
Mn2FeSn,heusler,6,passed,,64,-3229.824,-50.466,495.2
Mn2MoBi,heusler,5,passed,,48,-2313.8875,-48.20599,102.6
Mn2MoGe,heusler,6,passed,,65,-2976.1151,-45.786386,51.6
Mn2FeSb,heusler,6,passed,,58,-3061.5563,-52.785453,771.6
Mn2HfSi,heusler,6,passed,,59,-2427.92,-41.151186,170.8
Mn2MoIn,heusler,5,passed,,30,-1273.9618,-42.465393,65.1
Mn2MoGe,heusler,5,passed,,51,-2415.8566,-47.369737,99.7
Mn2MoSb,heusler,5,passed,,40,-1894.6058,-47.365145,90.8
Mn2MoSi,heusler,5,passed,,44,-1960.0354,-44.546259,96.6
Mn2MoSn,heusler,5,passed,,36,-1623.8023,-45.105619,101.1
Mn2MoSb,heusler,6,passed,,62,-2967.2033,-47.858118,139.2
Mn2FeGa,heusler,6,failed,timeout,67,,,1200.0
Mn2NbBi,heusler,5,passed,,45,-2084.7165,-46.327033,109.5
Mn2MoSn,heusler,6,passed,,62,-2800.2861,-45.165905,204.1
Mn2NbGa,heusler,5,passed,,27,-1196.2501,-44.305559,76.6
Mn2NbGa,heusler,6,passed,,59,-2285.1109,-38.730693,52.1
Mn2NbGe,heusler,5,passed,,33,-1334.2304,-40.431224,31.2
Mn2NbIn,heusler,5,passed,,27,-877.5024,-32.500089,14.3
Mn2NbGe,heusler,6,passed,,59,-2572.3412,-43.599003,65.5
Mn2NbIn,heusler,6,passed,,59,-2369.2925,-40.1575,140.4
Mn2NbSb,heusler,6,passed,,62,-2790.0459,-45.00074,107.3
Mn2NbAl,heusler,5,passed,,51,-1854.9221,-36.371022,558.5
Mn2MoIn,heusler,6,passed,,49,-2031.8114,-41.465539,715.8
Mn2NbSn,heusler,5,passed,,27,-1018.5757,-37.725026,6.6
Mn2MoSi,heusler,6,passed,,76,-3417.9735,-44.973336,661.9
Mn2NbSb,heusler,5,passed,,36,-1542.9332,-42.859256,302.8
Mn2HfAl,heusler,6,failed,timeout,70,,,1200.0
Mn2NbSn,heusler,6,passed,,59,-2522.7093,-42.757785,55.6
Mn2NbSi,heusler,5,passed,,39,-1635.6363,-41.939392,127.9
Mn2HfBi,heusler,6,failed,timeout,64,,,1200.0
Mn2NbAl,heusler,6,passed,,65,-2592.9947,-39.892226,622.1
Mn2NbSi,heusler,6,passed,,62,-2641.3385,-42.602234,194.1
Mn2NiAl,heusler,5,passed,,51,-2808.7107,-55.072759,169.3
Mn2NiGa,heusler,5,passed,,37,-1947.8758,-52.645292,146.3
Mn2NiBi,heusler,5,passed,,51,-3091.1595,-60.610971,153.9
Mn2NiIn,heusler,5,passed,,30,-1398.7729,-46.625763,65.0
Mn2NiSb,heusler,5,passed,,49,-2948.3953,-60.171333,145.5
Mn2MoBi,heusler,6,failed,timeout,73,,,1200.0
Mn2NiGe,heusler,5,passed,,58,-3304.8732,-56.980572,394.5
Mn2NiSn,heusler,5,passed,,37,-2115.8673,-57.185603,268.5
Mn2NbBi,heusler,6,failed,timeout,67,,,1200.0
Mn2NiGa,heusler,6,passed,,66,-3520.8236,-53.345812,706.1
Mn2NiSi,heusler,5,passed,,59,-3285.8313,-55.692056,499.7
Mn2TaAl,heusler,5,passed,,51,-1829.6789,-35.876057,131.9
Mn2NiAl,heusler,6,passed,,83,-4481.1475,-53.989729,853.3
Mn2TaGa,heusler,5,passed,,30,-1259.9828,-41.999427,91.3
Mn2TaBi,heusler,5,passed,,45,-2074.9706,-46.110458,123.0
Mn2TaGa,heusler,6,passed,,59,-2270.6906,-38.486281,50.1
Mn2NiSi,heusler,6,passed,,65,-3833.9114,-58.983252,604.5
Mn2TaIn,heusler,5,passed,,27,-871.1419,-32.264515,14.4
Mn2TaGe,heusler,5,passed,,36,-1549.5396,-43.042767,74.9
Mn2TaGe,heusler,6,passed,,59,-2464.9989,-41.779642,66.0
Mn2NiGe,heusler,6,passed,,65,-3619.6674,-55.687191,923.4
Mn2TaSi,heusler,5,passed,,4,-159.9594,-39.98985,26.2
Mn2TaSi,heusler,6,passed,,6,-218.4373,-36.406217,22.5
Mn2TaBi,heusler,6,passed,,67,-3115.3506,-46.49777,281.7
Mn2TaSn,heusler,5,passed,,30,-1171.0355,-39.034517,37.1
Mn2TaSb,heusler,6,passed,,62,-2777.2021,-44.793582,103.2
Mn2TaSn,heusler,6,passed,,59,-2509.4398,-42.532878,51.4
Mn2TaIn,heusler,6,passed,,59,-2356.2208,-39.935946,164.1
Mn2NiSb,heusler,6,passed,,58,-3536.4069,-60.972533,976.0
Mn2TiGa,heusler,5,passed,,27,-853.972,-31.628593,11.0
Mn2NiBi,heusler,6,failed,timeout,77,,,1200.0
Mn2TiBi,heusler,5,passed,,42,-1881.2222,-44.791005,72.6
Mn2TiGa,heusler,6,passed,,59,-2303.0311,-39.034425,70.0
Mn2TiIn,heusler,5,passed,,27,-837.4002,-31.014822,14.5
Mn2TiGe,heusler,6,passed,,62,-2557.0556,-41.242832,97.3
Mn2NiIn,heusler,6,passed,,59,-3214.723,-54.486831,1163.8
Mn2TiGe,heusler,5,passed,,48,-2025.2456,-42.192617,128.1
Mn2TaAl,heusler,6,passed,,65,-2577.2703,-39.650312,648.0
Mn2TiSb,heusler,6,passed,,62,-2677.8245,-43.190718,91.4
Mn2TiSn,heusler,5,passed,,30,-1137.0091,-37.900303,28.3
Mn2TiSb,heusler,5,passed,,36,-1452.6981,-40.352725,123.5
Mn2TaSb,heusler,5,passed,,36,-1533.735,-42.60375,444.4
Mn2NiSn,heusler,6,passed,,58,-3211.0565,-55.363043,782.3
Mn2TiSi,heusler,5,passed,,40,-1622.4852,-40.56213,140.4
Mn2TiSn,heusler,6,passed,,59,-2420.5129,-41.025642,43.5
Mn2VGa,heusler,5,passed,,45,-1847.8954,-41.064342,53.4
Mn2VBi,heusler,5,passed,,51,-2335.3321,-45.790825,92.3
Mn2VGa,heusler,6,passed,,59,-2420.638,-41.027763,81.5
Mn2TiAl,heusler,5,passed,,45,-1687.1299,-37.491776,496.3
Mn2VAl,heusler,5,passed,,57,-2351.6506,-41.257028,182.7
Mn2VGe,heusler,5,passed,,52,-2130.3797,-40.96884,78.9
Mn2TiBi,heusler,6,passed,,73,-3349.8073,-45.887771,512.3
Mn2VGe,heusler,6,passed,,65,-2817.7141,-43.349448,53.8
Mn2VIn,heusler,5,passed,,30,-1043.4671,-34.782237,78.2
Mn2TiIn,heusler,6,passed,,59,-2277.483,-38.601407,469.9
Mn2VSi,heusler,5,passed,,59,-2467.5513,-41.822903,70.6
Mn2VSn,heusler,5,passed,,27,-1013.707,-37.544704,15.9
Mn2TiAl,heusler,6,passed,,76,-2797.5628,-36.810037,614.5
Mn2VSb,heusler,5,passed,,43,-1917.1972,-44.585981,148.5
Mn2VSi,heusler,6,passed,,65,-2785.5085,-42.853977,88.9
Mn2VSb,heusler,6,passed,,62,-2805.1143,-45.243779,133.2
Mn2VSn,heusler,6,passed,,59,-2536.5807,-42.992893,75.3
Mn2WGa,heusler,5,passed,,36,-1519.6002,-42.211117,80.1
Mn2WGe,heusler,5,passed,,3,-130.975,-43.658333,1.7
Mn2VAl,heusler,6,passed,,77,-3184.2809,-41.354297,444.9
Mn2WGe,heusler,6,passed,,6,-239.0076,-39.8346,13.0
Mn2WGa,heusler,6,passed,,62,-2628.6589,-42.397724,138.8
Mn2WIn,heusler,5,passed,,33,-1327.6096,-40.230594,86.8
Mn2WAl,heusler,5,passed,,51,-1974.4642,-38.714984,278.6
Mn2VIn,heusler,6,passed,,59,-2392.2119,-40.545964,442.4
Mn2WSi,heusler,5,passed,,4,-170.0148,-42.5037,44.0
Mn2WSn,heusler,5,passed,,27,-1082.4402,-40.090378,17.0
Mn2WSb,heusler,5,passed,,40,-1853.2075,-46.330188,150.8
Mn2WSi,heusler,6,passed,,6,-234.9319,-39.155317,54.0
Mn2WSb,heusler,6,passed,,62,-2915.6834,-47.027152,164.1
Mn2WSn,heusler,6,passed,,59,-2632.0723,-44.611395,58.7
Mn2WIn,heusler,6,passed,,55,-2292.2569,-41.677398,268.7
Mn2ZrGa,heusler,5,passed,,27,-864.8845,-32.032759,8.6
Mn2ZrAl,heusler,5,passed,,42,-1638.0874,-39.002081,120.5
Mn2ZrBi,heusler,5,passed,,42,-1876.3393,-44.674745,111.4
Mn2ZrGa,heusler,6,passed,,59,-2296.4995,-38.92372,95.5
Mn2ZrIn,heusler,5,passed,,27,-829.4522,-30.720452,14.5
Mn2ZrGe,heusler,5,passed,,27,-1023.3376,-37.901393,52.9
Mn2ZrSb,heusler,5,passed,,27,-1132.1913,-41.933011,17.2
Mn2ZrBi,heusler,6,passed,,58,-2560.0271,-44.138398,223.5
Mn2ZrSb,heusler,6,passed,,59,-2571.0723,-43.577497,79.6
Mn2ZrSi,heusler,5,passed,,27,-998.3531,-36.976041,18.1
Mn2ZrIn,heusler,6,passed,,59,-2264.8591,-38.387442,118.5
Mn2ZrSn,heusler,5,passed,,27,-976.7711,-36.176707,14.5
Mn2ZrGe,heusler,6,passed,,59,-2456.4997,-41.635588,163.8
Mn2ZrSn,heusler,6,passed,,59,-2414.1814,-40.918329,76.1
Ni2CoBi,heusler,5,passed,,39,-2889.925,-74.100641,71.5
Mn2TiSi,heusler,6,failed,timeout,65,,,1200.0
Mn2ZrSi,heusler,6,passed,,59,-2428.8379,-41.166744,253.9
Mn2VBi,heusler,6,failed,timeout,77,,,1200.0
Ni2CoGe,heusler,5,passed,,59,-4470.6497,-75.773724,43.4
Ni2CoGe,heusler,6,passed,,65,-4694.6475,-72.225346,54.1
Mn2ZrAl,heusler,6,passed,,70,-2639.3064,-37.704377,663.8
Ni2CoIn,heusler,5,passed,,27,-1482.1542,-54.8946,54.0
Mn2WAl,heusler,6,passed,,65,-2721.6155,-41.871008,1126.6
Ni2CoBi,heusler,6,passed,,63,-4987.2198,-79.162219,409.3
Mn2WBi,heusler,5,failed,timeout,48,,,1200.1
Mn2WBi,heusler,6,failed,timeout,73,,,1200.0
Ni2CoSi,heusler,6,passed,,65,-4657.0593,-71.647066,123.8
Ni2CoSn,heusler,5,passed,,37,-2610.6673,-70.558576,271.8
Ni2CoGa,heusler,5,passed,,51,-4050.7429,-79.426331,716.3
Ni2CoSb,heusler,5,passed,,49,-3951.8435,-80.649867,462.0
Ni2CoAl,heusler,5,passed,,58,-4243.1894,-73.158438,891.5
Ni2CrBi,heusler,5,passed,,21,-1212.2212,-57.724819,14.8
Ni2CrBi,heusler,6,passed,,53,-3770.0263,-71.132572,147.2
Ni2CrGa,heusler,5,passed,,30,-1490.771,-49.692367,133.0
Ni2CrAl,heusler,5,passed,,36,-2023.1048,-56.197356,285.0
Ni2CrGe,heusler,5,passed,,30,-1576.2698,-52.542327,155.2
Ni2CoAl,heusler,6,failed,timeout,80,,,1200.0
Ni2CoIn,heusler,6,passed,,59,-4287.0715,-72.662229,903.8
Ni2CrIn,heusler,5,passed,,27,-1178.7606,-43.6578,99.1
Ni2CrIn,heusler,6,passed,,59,-3629.9011,-61.523747,121.3
Ni2CrGe,heusler,6,passed,,59,-3824.0104,-64.813736,249.8
Ni2CoSb,heusler,6,passed,,62,-4780.7572,-77.108987,957.6
Ni2CoGa,heusler,6,failed,timeout,65,,,1200.0
Ni2CrSi,heusler,5,passed,,30,-1563.2846,-52.109487,110.8
Ni2CrAl,heusler,6,passed,,62,-3702.6827,-59.720689,604.6
Ni2CrSb,heusler,6,passed,,59,-3925.558,-66.534881,215.2
Ni2CrSb,heusler,5,passed,,30,-1756.8635,-58.562117,252.9
Ni2FeBi,heusler,5,passed,,39,-2763.4416,-70.857477,57.1
Ni2CrSn,heusler,5,passed,,27,-1321.0811,-48.92893,150.6
Ni2CrSn,heusler,6,passed,,59,-3768.2391,-63.868459,160.7
Ni2FeGa,heusler,5,passed,,51,-3624.7633,-71.07379,33.1
Ni2FeGe,heusler,5,passed,,47,-3326.2622,-70.771536,43.9
Ni2FeAl,heusler,5,passed,,48,-3326.9871,-69.312231,193.5
Ni2FeGa,heusler,6,passed,,65,-4290.7639,-66.011752,73.1
Ni2FeGe,heusler,6,passed,,79,-5608.9515,-70.999386,147.8
Ni2CoSi,heusler,5,failed,timeout,59,,,1200.1
Ni2FeIn,heusler,5,passed,,27,-1404.1973,-52.007307,150.5
Ni2CoSn,heusler,6,passed,,67,-4835.4339,-72.170655,1086.5
Ni2FeIn,heusler,6,passed,,59,-4100.1281,-69.493697,151.5
Ni2FeSn,heusler,5,passed,,39,-2841.8988,-72.8692,111.0
Ni2CrGa,heusler,6,passed,,59,-3667.1766,-62.155536,893.4
Ni2FeSb,heusler,5,passed,,49,-3784.787,-77.240551,381.8
Ni2HfAl,heusler,6,passed,,59,-3556.5225,-60.280042,120.8
Ni2HfAl,heusler,5,passed,,27,-1148.0127,-42.518989,177.7
Ni2FeSb,heusler,6,passed,,62,-4569.9414,-73.708732,339.4
Ni2HfGa,heusler,6,passed,,59,-3585.1229,-60.764795,41.0
Ni2HfGe,heusler,5,passed,,27,-1328.9918,-49.221919,18.6
Ni2HfBi,heusler,6,passed,,59,-3879.6698,-65.757115,93.1
Ni2HfGa,heusler,5,passed,,27,-1156.1855,-42.821685,68.3
Ni2HfBi,heusler,5,passed,,27,-1292.4916,-47.870059,121.8
Ni2FeSn,heusler,6,passed,,62,-4407.8845,-71.094911,393.2
Ni2FeBi,heusler,6,passed,,69,-5075.1137,-73.552372,657.3
Ni2HfSi,heusler,5,passed,,27,-1301.4604,-48.202237,19.5
Ni2HfIn,heusler,5,passed,,24,-1085.0071,-45.208629,77.0
Ni2HfIn,heusler,6,passed,,58,-3523.2153,-60.745091,104.0
Ni2HfSb,heusler,5,passed,,28,-1823.322,-65.118643,139.1
Ni2HfSn,heusler,5,passed,,27,-1208.8073,-44.770641,74.7
Ni2HfSn,heusler,6,passed,,59,-3698.8176,-62.691824,59.3
Ni2FeSi,heusler,5,passed,,59,-4269.0547,-72.356859,618.1
Ni2FeAl,heusler,6,failed,timeout,88,,,900.0
Ni2CrSi,heusler,6,passed,,59,-3796.0473,-64.339785,999.6
Ni2MnGa,heusler,5,passed,,37,-2470.1796,-66.761611,129.0
Ni2HfSb,heusler,6,passed,,52,-3244.447,-62.393212,483.5
Ni2HfGe,heusler,6,passed,,59,-3728.084,-63.187864,539.4
Ni2HfSi,heusler,6,passed,,59,-3701.142,-62.73122,485.1
Ni2MnIn,heusler,5,passed,,27,-1515.6984,-56.136978,44.1
Ni2MnSb,heusler,5,passed,,51,-3833.0144,-75.157145,77.2
Ni2MnBi,heusler,6,passed,,70,-4906.1866,-70.08838,513.6
Ni2MnSb,heusler,6,passed,,65,-4507.1402,-69.340618,88.3
Ni2MnBi,heusler,5,passed,,39,-2632.0472,-67.48839,615.3
Ni2FeSi,heusler,6,passed,,65,-4484.9761,-68.999632,1170.0
Ni2MnSn,heusler,5,passed,,27,-1587.8812,-58.810415,100.3
Ni2MnSn,heusler,6,passed,,59,-4042.3691,-68.514731,71.2
Ni2MnGe,heusler,5,passed,,58,-4054.5512,-69.906055,728.5
Ni2MnGa,heusler,6,passed,,72,-4515.8257,-62.719801,873.0
Ni2MoAl,heusler,6,passed,,62,-3928.9719,-63.370515,241.0
Ni2MoBi,heusler,5,passed,,27,-1589.9252,-58.886119,37.8
Ni2MoGa,heusler,6,passed,,59,-3812.9936,-64.62701,40.9
Ni2MoGa,heusler,5,passed,,27,-1414.7228,-52.397141,101.2
Ni2MnAl,heusler,5,passed,,59,-3925.1009,-66.527134,1089.1
Ni2MoIn,heusler,5,passed,,27,-1257.9776,-46.591763,11.0
Ni2MoGe,heusler,5,passed,,42,-2856.7451,-68.01774,103.7
Ni2MoSb,heusler,5,passed,,27,-1555.6451,-57.616485,12.9
Ni2MoIn,heusler,6,passed,,59,-3792.107,-64.273,82.5
Ni2MnAl,heusler,6,failed,timeout,65,,,1200.0
Ni2MoSb,heusler,6,passed,,59,-4085.5261,-69.246205,73.2
Ni2MoAl,heusler,5,passed,,48,-3336.4735,-69.509865,511.4
Ni2MoSi,heusler,5,passed,,42,-2846.0439,-67.76295,109.8
Ni2MoSn,heusler,6,passed,,59,-3936.3519,-66.717829,54.4
Ni2MnSi,heusler,6,passed,,65,-4294.1831,-66.064355,740.7
Ni2MoSn,heusler,5,passed,,27,-1405.1817,-52.043767,143.8
Ni2MoSi,heusler,6,passed,,62,-4078.4963,-65.782198,270.1
Ni2NbBi,heusler,5,passed,,27,-1516.3002,-56.159267,138.7
Ni2NbGa,heusler,6,passed,,59,-3668.2937,-62.174469,30.9
Ni2MoGe,heusler,6,passed,,62,-4105.3358,-66.215094,438.1
Ni2NbAl,heusler,5,passed,,36,-2035.6564,-56.546011,233.1
Ni2NbGa,heusler,5,passed,,30,-1530.0789,-51.00263,64.2
Ni2NbIn,heusler,6,passed,,6,-273.5217,-45.58695,11.3
Ni2NbSb,heusler,5,passed,,27,-1487.3319,-55.086367,8.4
Ni2NbGe,heusler,6,passed,,59,-3827.2869,-64.869269,52.7
Ni2MnGe,heusler,6,failed,timeout,65,,,1200.1
Ni2NbGe,heusler,5,passed,,30,-1606.5085,-53.550283,71.0
Ni2NbSn,heusler,5,passed,,27,-1297.1432,-48.042341,14.7
Ni2MnIn,heusler,6,failed,timeout,59,,,1200.0
Ni2NbSi,heusler,6,passed,,59,-3797.0194,-64.356261,50.1
Ni2NbSn,heusler,6,passed,,59,-3784.3202,-64.14102,41.3
Ni2NbSb,heusler,6,passed,,59,-3928.3856,-66.582807,95.5
Ni2TaAl,heusler,5,passed,,30,-1468.9473,-48.96491,66.9
Ni2TaBi,heusler,5,passed,,30,-1908.7765,-63.625883,58.3
Ni2TaGa,heusler,6,passed,,59,-3652.2937,-61.903283,38.5
Ni2TaGe,heusler,5,passed,,30,-1640.8551,-54.69517,48.5
Ni2TaBi,heusler,6,passed,,43,-2847.6551,-66.224537,102.8
Ni2TaGe,heusler,6,passed,,59,-3799.511,-64.398492,42.7
Ni2TaIn,heusler,5,passed,,27,-1178.2809,-43.640033,19.9
Ni2TaSb,heusler,5,passed,,27,-1476.161,-54.67263,10.4
Ni2TaGa,heusler,5,passed,,30,-1513.1891,-50.439637,119.0
Ni2NbSi,heusler,5,passed,,36,-2147.6917,-59.658103,237.0
Ni2MnSi,heusler,5,failed,timeout,59,,,1200.0
Ni2TaIn,heusler,6,passed,,59,-3618.7415,-61.334602,69.5
Ni2TaSn,heusler,5,passed,,27,-1319.319,-48.863667,13.1
Ni2TaSn,heusler,6,passed,,59,-3759.9768,-63.72842,59.3
Ni2TiBi,heusler,5,passed,,27,-1471.5217,-54.500804,57.8
Ni2TaSi,heusler,5,passed,,30,-1615.2412,-53.841373,213.8
Ni2TiGa,heusler,5,passed,,30,-1444.5221,-48.150737,56.5
Ni2TaAl,heusler,6,passed,,59,-3632.93,-61.575085,435.3
Ni2TiGa,heusler,6,passed,,59,-3586.6052,-60.789919,41.0
Ni2NbAl,heusler,6,passed,,59,-3656.1254,-61.968227,762.2
Ni2NbBi,heusler,6,passed,,59,-3953.1548,-67.002624,721.2
Ni2TiIn,heusler,5,passed,,27,-1148.7395,-42.545907,27.0
Ni2TiSb,heusler,5,passed,,27,-1282.8245,-47.512019,20.5
Ni2MoBi,heusler,6,passed,,59,-4123.0273,-69.881819,1165.9
Ni2TiGe,heusler,5,passed,,40,-2423.4699,-60.586748,99.6
Ni2TiAl,heusler,5,passed,,40,-2295.042,-57.37605,353.5
Ni2TiSn,heusler,5,passed,,27,-1213.2239,-44.934219,17.2
Ni2TiSb,heusler,6,passed,,59,-3866.2927,-65.530385,73.8
Ni2TiAl,heusler,6,passed,,64,-3397.3582,-53.083722,386.5
Ni2TiSi,heusler,6,passed,,59,-3715.7858,-62.97942,68.6
Ni2TiSn,heusler,6,passed,,59,-3701.6716,-62.740197,57.6
Ni2TiSi,heusler,5,passed,,30,-1505.3894,-50.179647,91.2
Ni2TaSi,heusler,6,passed,,59,-3776.4968,-64.00842,497.5
Ni2VAl,heusler,5,passed,,51,-3419.651,-67.05198,76.1
Ni2VGa,heusler,5,passed,,36,-2056.3758,-57.12155,81.7
Ni2TiIn,heusler,6,passed,,58,-3526.9104,-60.8088,228.3
Ni2TiGe,heusler,6,passed,,64,-3637.9553,-56.843052,263.4
Ni2VIn,heusler,5,passed,,27,-1194.9346,-44.256837,13.8
Ni2VSb,heusler,5,passed,,27,-1492.1658,-55.2654,11.5
Ni2VBi,heusler,5,passed,,27,-1525.6651,-56.506115,163.4
Ni2VGa,heusler,6,passed,,62,-3761.3836,-60.667477,124.2
Ni2VSb,heusler,6,passed,,59,-3944.0581,-66.848442,82.8
Ni2VSn,heusler,5,passed,,27,-1318.269,-48.824778,17.6
Ni2VIn,heusler,6,passed,,59,-3649.2655,-61.851958,161.8
Ni2VSn,heusler,6,passed,,59,-3794.6571,-64.316222,52.2
Ni2VGe,heusler,5,passed,,48,-3267.5063,-68.073048,263.6
Ni2TaSb,heusler,6,passed,,59,-3915.7315,-66.368331,790.2
Ni2VGe,heusler,6,passed,,62,-3932.5649,-63.428466,223.7
Ni2WGa,heusler,5,passed,,27,-1259.4165,-46.645056,8.9
Ni2WGa,heusler,6,passed,,59,-3774.1945,-63.969398,43.8
Ni2WAl,heusler,5,passed,,42,-2727.738,-64.946143,147.7
Ni2WBi,heusler,5,passed,,33,-2245.8133,-68.054948,154.4
Ni2WAl,heusler,6,passed,,62,-3857.4452,-62.216858,200.0
Ni2WIn,heusler,5,passed,,27,-1230.4246,-45.571281,14.4
Ni2TiBi,heusler,6,passed,,59,-3860.3596,-65.429824,835.0
Ni2WIn,heusler,6,passed,,59,-3737.9559,-63.355185,79.2
Ni2WSb,heusler,5,passed,,27,-1537.5767,-56.947285,97.2
Ni2WGe,heusler,5,passed,,36,-2259.1218,-62.753383,200.7
Ni2WSi,heusler,5,passed,,39,-2519.371,-64.599256,103.3
Ni2VSi,heusler,5,passed,,45,-2986.1568,-66.35904,517.5
Ni2WGe,heusler,6,passed,,62,-4036.2506,-65.100816,281.3
Ni2WSn,heusler,5,passed,,27,-1380.2801,-51.121485,127.2
Ni2WSn,heusler,6,passed,,59,-3879.8035,-65.759381,66.0
Ni2WBi,heusler,6,passed,,54,-3707.5616,-68.658548,447.6
Ni2ZrGa,heusler,5,passed,,27,-1151.4505,-42.646315,12.8
Ni2ZrBi,heusler,6,passed,,59,-3880.5561,-65.772137,83.3
Ni2ZrGa,heusler,6,passed,,59,-3583.9544,-60.74499,35.8
Ni2ZrGe,heusler,5,passed,,27,-1332.4571,-49.350263,23.0
Ni2ZrAl,heusler,5,passed,,31,-1527.7091,-49.280939,162.0
Ni2ZrIn,heusler,5,passed,,27,-1142.5027,-42.314915,19.3
Ni2WSi,heusler,6,passed,,62,-4007.5357,-64.637673,278.9
Ni2ZrBi,heusler,5,passed,,27,-1295.1557,-47.96873,153.6
Ni2ZrSb,heusler,5,passed,,27,-1270.5676,-47.058059,13.7
Ni2VSi,heusler,6,passed,,63,-3939.3165,-62.528833,704.9
Ni2ZrSi,heusler,5,passed,,27,-1305.1382,-48.338452,12.2
Ni2ZrSn,heusler,5,passed,,27,-1287.8969,-47.699885,9.5
Ni2ZrSb,heusler,6,passed,,59,-3864.1468,-65.494014,54.2
Ti2CoAl,heusler,5,passed,,27,-1340.0627,-49.631952,34.8
Ni2ZrAl,heusler,6,passed,,61,-3598.6435,-58.994156,214.9
Ni2ZrSn,heusler,6,passed,,59,-3685.1349,-62.459914,47.7
Ni2ZrIn,heusler,6,passed,,59,-3544.1109,-60.069676,87.1
Ti2CoBi,heusler,5,passed,,30,-1326.053,-44.201767,66.2
Ti2CoGa,heusler,6,passed,,59,-2098.211,-35.562898,76.8
Ti2CoGe,heusler,5,passed,,27,-1390.5478,-51.50177,55.7
Ti2CoGa,heusler,5,passed,,27,-1343.8724,-49.773052,167.0
Ti2CoGe,heusler,6,passed,,59,-2290.5353,-38.822632,85.6
Ti2CoIn,heusler,5,passed,,24,-1097.6256,-45.7344,62.7
Ti2CoBi,heusler,6,passed,,59,-2439.0361,-41.339595,185.4
Ti2CoSb,heusler,5,passed,,27,-1230.6242,-45.578674,9.6
Ni2VAl,heusler,6,failed,timeout,65,,,1200.0
Ti2CoSi,heusler,5,passed,,27,-1383.0377,-51.223619,68.5
Ti2CoSn,heusler,5,passed,,27,-1394.9475,-51.664722,17.9
Ni2VBi,heusler,6,failed,timeout,59,,,1200.1
Ti2CrAl,heusler,5,passed,,40,-952.1823,-23.804558,45.1
Ti2CoSi,heusler,6,passed,,59,-2258.8311,-38.285273,192.8
Ti2CoSn,heusler,6,passed,,59,-2209.0837,-37.442097,128.9
Ti2CrGa,heusler,5,passed,,27,-654.298,-24.233259,7.2
Ni2ZrGe,heusler,6,passed,,59,-3729.5066,-63.211976,541.5
Ti2CrBi,heusler,5,passed,,40,-1128.2401,-28.206003,126.9
Ti2CrGe,heusler,5,passed,,27,-813.2019,-30.118589,7.7
Ti2CrGa,heusler,6,passed,,59,-1444.5841,-24.484476,82.1
Ni2ZrSi,heusler,6,passed,,59,-3703.1544,-62.765329,536.5
