formula,class,R,status,reason,n_atoms,energy_eV,energy_per_atom_eV,elapsed_sec
BaTiH3,hydride,5,passed,,45,-512.5828,-11.390729,16.1
BaSnH3,hydride,5,passed,,21,-382.5386,-18.216124,39.4
BaSnH3,hydride,6,passed,,39,-544.5775,-13.963526,35.1
BaNiH3,hydride,5,passed,,51,-1129.4442,-22.145965,158.0
BaYH3,hydride,5,passed,,27,-271.2098,-10.044807,7.9
BaVH3,hydride,5,passed,,45,-571.9805,-12.710678,26.4
BaTiH3,hydride,6,passed,,57,-748.8251,-13.137282,37.7
BaZnH3,hydride,5,passed,,45,-1153.5274,-25.633942,8.1
BaYH3,hydride,6,passed,,51,-534.213,-10.474765,9.9
BaZrH3,hydride,5,passed,,45,-512.1764,-11.381698,12.0
BaZrH3,hydride,6,passed,,45,-512.1764,-11.381698,12.0
BaZnH3,hydride,6,passed,,57,-2528.3755,-44.357465,13.9
CaCrH3,hydride,5,passed,,45,-544.6419,-12.103153,24.8
BaNiH3,hydride,6,passed,,63,-1214.8739,-19.283713,163.4
V2ZrSi,heusler,6,passed,,59,-1774.4534,-30.075481,850.6
V2ZrSb,heusler,6,passed,,59,-1913.7088,-32.435742,938.0
CaGaH3,hydride,5,passed,,51,-603.5647,-11.834602,10.3
CaGaH3,hydride,6,passed,,63,-693.4096,-11.006502,16.9
CaFeH3,hydride,5,passed,,60,-1008.2787,-16.804645,110.8
V2ZrGe,heusler,6,failed,timeout,59,,,1200.0
CaFeH3,hydride,6,passed,,115,-2892.6713,-25.153663,130.8
CaInH3,hydride,5,passed,,45,-505.9378,-11.243062,45.0
CaInH3,hydride,6,passed,,45,-505.9378,-11.243062,42.8
CaCuH3,hydride,5,passed,,45,-822.9837,-18.288527,256.3
V2ZrSn,heusler,6,passed,,59,-1765.532,-29.924271,1029.1
CaMgH3,hydride,5,passed,,48,-450.7193,-9.389985,171.3
CaMoH3,hydride,5,passed,,45,-665.3477,-14.785504,93.0
CaMgH3,hydride,6,passed,,63,-570.3082,-9.052511,174.9
CaNiH3,hydride,5,passed,,45,-995.6633,-22.125851,6.8
CaMnH3,hydride,5,passed,,60,-905.9797,-15.099662,175.7
CaPdH3,hydride,5,passed,,51,-802.1192,-15.727827,17.2
BaVH3,hydride,6,passed,,57,-956.0379,-16.772595,441.3
CaPdH3,hydride,6,passed,,63,-891.9569,-14.158046,23.6
BaPdH3,hydride,6,passed,,57,-1532.9197,-26.893328,624.7
CaScH3,hydride,5,passed,,45,-469.6689,-10.437087,120.3
CaCrH3,hydride,6,passed,,87,-1183.8375,-13.607328,567.9
CaNbH3,hydride,5,passed,,51,-658.3776,-12.909365,280.1
CaMnH3,hydride,6,passed,,108,-2268.61,-21.005648,426.1
CaSnH3,hydride,5,passed,,21,-341.6154,-16.2674,113.5
CaTiH3,hydride,5,passed,,45,-521.6897,-11.593104,61.3
CaCuH3,hydride,6,passed,,87,-2040.0764,-23.449154,608.7
CaScH3,hydride,6,passed,,57,-654.4441,-11.481475,246.8
CaNbH3,hydride,6,passed,,63,-746.0981,-11.842827,309.8
CaZnH3,hydride,5,passed,,51,-1325.2641,-25.985571,16.9
CaYH3,hydride,6,passed,,51,-541.6458,-10.620506,63.9
CaYH3,hydride,5,passed,,27,-285.3557,-10.56873,75.8
CaSnH3,hydride,6,passed,,45,-583.8198,-12.973773,202.4
CaVH3,hydride,5,passed,,45,-583.6899,-12.970887,127.3
CsInH3,hydride,5,passed,,21,-291.6224,-13.886781,32.7
CaZrH3,hydride,6,passed,,63,-689.2849,-10.94103,118.8
CaMoH3,hydride,6,passed,,90,-1505.461,-16.727344,540.7
CaZrH3,hydride,5,passed,,42,-507.6193,-12.086174,172.4
CsInH3,hydride,6,passed,,36,-396.7044,-11.019567,70.2
CaVH3,hydride,6,passed,,96,-1325.9499,-13.811978,234.1
CsScH3,hydride,5,passed,,21,-173.8405,-8.278119,11.1
CaZnH3,hydride,6,passed,,63,-1422.6741,-22.582129,207.4
CsScH3,hydride,6,passed,,45,-429.0316,-9.534036,14.7
CsMgH3,hydride,5,passed,,22,-184.4279,-8.383086,70.4
CsYH3,hydride,6,passed,,45,-427.9401,-9.50978,13.9
CaNiH3,hydride,6,passed,,90,-2422.7897,-26.919886,541.0
CsMgH3,hydride,6,passed,,35,-303.5202,-8.672006,94.2
CsYH3,hydride,5,passed,,18,-131.8369,-7.324272,48.7
KCrH3,hydride,5,passed,,51,-596.7587,-11.701151,23.5
CsCuH3,hydride,5,passed,,25,-679.1898,-27.167592,241.6
CsZrH3,hydride,5,passed,,21,-231.688,-11.032762,48.4
CsZnH3,hydride,5,passed,,13,-188.3498,-14.488446,87.5
CsPdH3,hydride,5,passed,,17,-162.7927,-9.576041,132.4
CsZrH3,hydride,6,passed,,45,-480.8953,-10.686562,61.7
KGaH3,hydride,5,passed,,51,-566.8921,-11.115531,10.9
KCrH3,hydride,6,passed,,63,-630.4392,-10.006971,113.7
KInH3,hydride,5,passed,,45,-472.3935,-10.497633,9.0
KInH3,hydride,6,passed,,45,-472.3935,-10.497633,7.3
CsZnH3,hydride,6,passed,,38,-1054.0689,-27.738655,264.1
CsPdH3,hydride,6,passed,,35,-735.5284,-21.015097,334.0
KMgH3,hydride,5,passed,,35,-295.373,-8.439229,121.4
KFeH3,hydride,5,passed,,39,-782.9463,-20.075546,247.5
CsCuH3,hydride,6,passed,,35,-751.9496,-21.484274,541.8
CaTiH3,hydride,6,passed,,87,-1112.2379,-12.784344,669.8
KGaH3,hydride,6,passed,,63,-611.0724,-9.699562,345.7
KMoH3,hydride,5,passed,,42,-636.1079,-15.145426,122.9
KMgH3,hydride,6,passed,,79,-658.8324,-8.339651,193.0
KFeH3,hydride,6,passed,,63,-944.1025,-14.985754,420.2
KMnH3,hydride,6,passed,,63,-840.1345,-13.335468,216.6
KNbH3,hydride,5,passed,,45,-539.3537,-11.985638,131.9
KPdH3,hydride,5,passed,,51,-772.8149,-15.153233,32.7
KScH3,hydride,5,passed,,45,-432.9316,-9.620702,12.1
KPdH3,hydride,6,passed,,63,-803.5435,-12.754659,29.1
KCuH3,hydride,5,partial,scc_ok_geo_not,45,-861.9428,-19.154284,576.9
KSnH3,hydride,6,passed,,48,-611.0806,-12.730846,97.5
KTiH3,hydride,5,passed,,51,-565.4689,-11.087625,17.9
KTiH3,hydride,6,passed,,63,-603.1489,-9.573792,14.9
KSnH3,hydride,5,passed,,27,-400.8362,-14.845785,131.9
KMnH3,hydride,5,passed,,39,-677.8349,-17.380382,383.5
KYH3,hydride,5,passed,,27,-247.4884,-9.166237,14.0
KYH3,hydride,6,passed,,51,-498.5609,-9.775704,18.5
KMoH3,hydride,6,passed,,63,-762.2311,-12.098906,324.1
KZnH3,hydride,6,passed,,63,-1333.1935,-21.161802,20.6
KNiH3,hydride,5,passed,,45,-962.6124,-21.391387,324.3
KZrH3,hydride,5,passed,,45,-491.399,-10.919978,116.3
KScH3,hydride,6,passed,,54,-573.1776,-10.6144,287.8
KVH3,hydride,6,passed,,63,-666.7946,-10.584041,168.2
KNiH3,hydride,6,passed,,87,-2354.4939,-27.063148,433.8
KZrH3,hydride,6,passed,,57,-744.7908,-13.066505,192.6
KZnH3,hydride,5,passed,,51,-1297.7105,-25.445304,239.0
KNbH3,hydride,6,passed,,57,-896.9751,-15.736405,506.5
KVH3,hydride,5,passed,,51,-636.4806,-12.480012,299.7
KCuH3,hydride,6,partial,scc_ok_geo_not,72,-1551.1171,-21.543293,896.1
LiCuH3,hydride,5,passed,,60,-924.2848,-15.404747,167.7
LiCrH3,hydride,5,passed,,60,-646.3391,-10.772318,247.1
LiInH3,hydride,5,passed,,39,-424.7476,-10.890964,128.6
LiGaH3,hydride,5,passed,,45,-502.4008,-11.164462,159.9
LiMgH3,hydride,5,passed,,57,-512.7979,-8.996454,145.8
LiMgH3,hydride,6,passed,,102,-873.0495,-8.559309,155.7
LiInH3,hydride,6,passed,,67,-772.2129,-11.525566,265.3
LiFeH3,hydride,5,passed,,99,-1988.6986,-20.087865,346.2
LiGaH3,hydride,6,passed,,87,-1089.4936,-12.522915,350.9
LiMnH3,hydride,5,passed,,84,-1450.1394,-17.263564,373.2
LiMoH3,hydride,5,passed,,60,-1085.178,-18.0863,353.4
LiNbH3,hydride,5,passed,,48,-637.4839,-13.280915,343.0
LiPdH3,hydride,5,passed,,60,-822.2393,-13.703988,157.9
LiNiH3,hydride,5,passed,,72,-2218.1194,-30.807214,399.9
LiCrH3,hydride,6,failed,timeout,115,,,900.0
LiNiH3,hydride,6,passed,,130,-3244.0938,-24.954568,267.8
LiCuH3,hydride,6,failed,timeout,112,,,900.0
LiNbH3,hydride,6,passed,,90,-1232.0922,-13.689913,527.4
LiTiH3,hydride,5,passed,,48,-564.0773,-11.75161,79.5
LiScH3,hydride,5,passed,,51,-514.988,-10.097804,191.2
LiSnH3,hydride,5,passed,,37,-462.1338,-12.490103,164.8
LiScH3,hydride,6,passed,,63,-570.7338,-9.059267,209.9
LiSnH3,hydride,6,passed,,59,-789.7767,-13.386046,257.8
LiMnH3,hydride,6,failed,timeout,143,,,900.0
LiVH3,hydride,5,passed,,60,-683.9173,-11.398622,183.8
LiYH3,hydride,5,passed,,45,-443.5921,-9.857602,140.2
LiYH3,hydride,6,passed,,48,-485.7538,-10.119871,130.7
NaCrH3,hydride,5,passed,,45,-518.4541,-11.521202,15.1
LiMoH3,hydride,6,failed,timeout,127,,,900.0
LiZrH3,hydride,5,passed,,48,-564.1486,-11.753096,163.6
LiZnH3,hydride,5,passed,,48,-1488.2207,-31.004598,203.3
NaFeH3,hydride,5,passed,,60,-944.4606,-15.74101,81.2
LiTiH3,hydride,6,passed,,97,-1148.485,-11.840052,545.7
NaGaH3,hydride,5,passed,,51,-571.732,-11.210431,10.7
NaCuH3,hydride,5,passed,,54,-899.7027,-16.661161,277.7
LiVH3,hydride,6,passed,,115,-1728.6303,-15.031568,536.1
LiZnH3,hydride,6,passed,,99,-2881.9505,-29.110611,406.6
LiZrH3,hydride,6,passed,,87,-1079.4758,-12.407768,391.5
NaInH3,hydride,6,passed,,57,-739.1651,-12.967809,37.2
NaGaH3,hydride,6,passed,,63,-621.5792,-9.866337,120.8
NaInH3,hydride,5,passed,,45,-480.0605,-10.668011,104.0
LiPdH3,hydride,6,failed,timeout,112,,,900.0
NaMnH3,hydride,5,passed,,45,-692.6927,-15.393171,66.2
NaMgH3,hydride,5,passed,,50,-427.3714,-8.547428,128.9
NaMgH3,hydride,6,passed,,97,-829.6999,-8.553607,124.1
NaNbH3,hydride,6,passed,,63,-672.33,-10.671905,35.3
LiFeH3,hydride,6,passed,,155,-3183.3077,-20.537469,1709.9
NaPdH3,hydride,5,passed,,45,-667.6485,-14.836633,10.5
NaNbH3,hydride,5,passed,,51,-632.729,-12.406451,170.0
NaFeH3,hydride,6,passed,,108,-2546.9242,-23.582631,391.1
NaNiH3,hydride,5,passed,,54,-1123.9842,-20.814522,122.9
NaScH3,hydride,5,passed,,45,-436.2039,-9.69342,10.9
NaCrH3,hydride,6,passed,,87,-1156.0541,-13.287978,617.3
NaScH3,hydride,6,passed,,57,-602.9991,-10.578932,34.2
NaTiH3,hydride,5,passed,,51,-570.4363,-11.185025,16.5
NaMoH3,hydride,5,passed,,45,-634.925,-14.109444,231.4
NaTiH3,hydride,6,passed,,63,-619.338,-9.830762,18.8
NaSnH3,hydride,5,passed,,39,-494.4926,-12.679297,82.3
NaVH3,hydride,6,passed,,87,-1199.114,-13.78292,59.0
NaYH3,hydride,5,passed,,45,-440.171,-9.781578,149.8
NaSnH3,hydride,6,passed,,57,-810.8188,-14.224891,217.7
NaYH3,hydride,6,passed,,45,-440.171,-9.781578,149.7
NaVH3,hydride,5,passed,,45,-553.8629,-12.308064,218.0
RbCrH3,hydride,5,passed,,45,-509.3757,-11.31946,20.7
NaZnH3,hydride,5,passed,,45,-1132.2114,-25.160253,195.2
NaZrH3,hydride,6,passed,,63,-619.8056,-9.838184,110.8
NaZnH3,hydride,6,passed,,87,-2809.3373,-32.291233,143.7
NaMoH3,hydride,6,passed,,87,-1454.3248,-16.716377,567.5
RbCuH3,hydride,5,passed,,51,-877.9982,-17.215651,93.6
RbGaH3,hydride,5,passed,,45,-488.31,-10.851333,9.1
NaCuH3,hydride,6,failed,timeout,103,,,900.1
RbCuH3,hydride,6,passed,,63,-909.8287,-14.441725,56.2
RbGaH3,hydride,6,passed,,57,-767.7366,-13.469063,8.5
RbInH3,hydride,5,passed,,45,-471.6758,-10.481684,8.9
RbInH3,hydride,6,passed,,45,-471.6758,-10.481684,8.8
RbCrH3,hydride,6,passed,,57,-821.8191,-14.417879,152.4
NaZrH3,hydride,5,passed,,42,-480.819,-11.448071,242.4
RbMgH3,hydride,5,passed,,33,-278.2805,-8.432742,104.0
RbMoH3,hydride,5,passed,,45,-623.1861,-13.84858,43.9
RbNbH3,hydride,5,passed,,45,-535.4357,-11.898571,54.2
RbFeH3,hydride,5,passed,,39,-719.9853,-18.461162,240.7
RbNbH3,hydride,6,passed,,45,-535.4357,-11.898571,55.0
NaPdH3,hydride,6,passed,,96,-1768.4522,-18.421377,691.2
RbMgH3,hydride,6,passed,,51,-428.5924,-8.403773,277.1
NaMnH3,hydride,6,failed,timeout,93,,,900.0
RbMnH3,hydride,5,passed,,39,-628.3783,-16.112264,291.4
RbScH3,hydride,5,passed,,45,-432.1721,-9.603824,12.4
RbPdH3,hydride,6,passed,,63,-801.1915,-12.717325,20.2
RbScH3,hydride,6,passed,,45,-432.1721,-9.603824,12.2
RbPdH3,hydride,5,passed,,42,-699.3267,-16.650636,52.9
RbNiH3,hydride,5,passed,,39,-988.7785,-25.353295,136.5
RbVH3,hydride,5,passed,,45,-541.0505,-12.023344,17.5
RbYH3,hydride,5,passed,,27,-246.4107,-9.126322,9.8
RbYH3,hydride,6,passed,,51,-497.656,-9.757961,17.9
RbZnH3,hydride,6,passed,,63,-1328.302,-21.084159,12.2
RbZnH3,hydride,5,passed,,48,-1265.9892,-26.374775,55.1
NaNiH3,hydride,6,failed,timeout,109,,,900.0
RbFeH3,hydride,6,passed,,57,-1230.2247,-21.582889,429.8
RbSnH3,hydride,6,passed,,42,-551.8187,-13.13854,114.2
RbNiH3,hydride,6,passed,,63,-1145.2357,-18.178344,224.2
RbMoH3,hydride,6,passed,,60,-1165.8725,-19.431208,337.6
SrCrH3,hydride,6,passed,,63,-706.5863,-11.215656,77.8
RbSnH3,hydride,5,passed,,27,-398.5392,-14.760711,206.0
SrFeH3,hydride,5,passed,,45,-814.2746,-18.094991,73.1
RbZrH3,hydride,5,passed,,45,-489.939,-10.887533,175.1
SrInH3,hydride,5,passed,,27,-342.3661,-12.680226,6.4
SrInH3,hydride,6,passed,,51,-580.6496,-11.385286,9.3
SrCuH3,hydride,5,passed,,51,-913.3658,-17.909133,131.4
SrMgH3,hydride,5,passed,,45,-410.6538,-9.12564,7.0
SrGaH3,hydride,6,passed,,57,-803.1959,-14.091156,38.4
RbZrH3,hydride,6,passed,,45,-489.939,-10.887533,174.9
SrMgH3,hydride,6,passed,,57,-519.5894,-9.115604,12.0
SrMnH3,hydride,5,passed,,39,-709.4598,-18.191277,29.2
SrNbH3,hydride,5,passed,,45,-566.9314,-12.598476,14.2
SrCrH3,hydride,5,passed,,39,-504.5631,-12.937515,208.7
SrGaH3,hydride,5,passed,,45,-521.6227,-11.591616,109.1
SrCuH3,hydride,6,passed,,63,-999.9086,-15.871565,225.0
SrPdH3,hydride,5,passed,,51,-798.208,-15.651137,16.0
SrPdH3,hydride,6,passed,,63,-882.37,-14.005873,25.1
SrMnH3,hydride,6,passed,,63,-916.7744,-14.551975,173.2
SrMoH3,hydride,5,passed,,51,-754.9434,-14.802812,181.4
SrScH3,hydride,5,passed,,45,-464.2219,-10.316042,39.8
SrScH3,hydride,6,passed,,57,-621.2362,-10.898881,83.4
SrTiH3,hydride,5,passed,,51,-592.9902,-11.627259,17.1
SrNiH3,hydride,5,passed,,51,-1134.2942,-22.241063,234.3
SrSnH3,hydride,5,passed,,21,-382.0591,-18.19329,100.1
SrTiH3,hydride,6,passed,,63,-677.1838,-10.748949,26.4
SrYH3,hydride,5,passed,,27,-275.3047,-10.19647,11.0
SrMoH3,hydride,6,passed,,63,-836.6063,-13.279465,312.2
SrZnH3,hydride,5,passed,,45,-1156.4044,-25.697876,12.9
SrYH3,hydride,6,passed,,51,-537.2794,-10.53489,19.7
RbVH3,hydride,6,passed,,57,-928.9267,-16.29696,590.4
SrZrH3,hydride,5,passed,,45,-517.0114,-11.489142,42.8
SrSnH3,hydride,6,passed,,36,-516.151,-14.337528,182.4
SrVH3,hydride,6,passed,,63,-743.7796,-11.806025,116.2
BaHfO3,perovskite,5,passed,,27,-1313.773,-48.658259,10.5
RbMnH3,hydride,6,passed,,60,-1213.26,-20.221,970.9
SrNiH3,hydride,6,passed,,63,-1219.6745,-19.359913,376.3
SrVH3,hydride,5,passed,,51,-659.4146,-12.929698,156.7
BaHfN3,perovskite,5,passed,,45,-2135.6783,-47.459518,73.8
BaHfN3,perovskite,6,passed,,45,-2135.6783,-47.459518,74.4
SrZnH3,hydride,6,passed,,57,-2531.9618,-44.420382,147.2
BaHfO3,perovskite,6,passed,,56,-3508.462,-62.651107,73.5
BaMnF3,perovskite,5,passed,,45,-4023.481,-89.410689,12.3
BaMnF3,perovskite,6,passed,,57,-4641.8781,-81.436458,41.2
BaIrN3,perovskite,6,passed,,48,-2725.2981,-56.777044,94.1
SrNbH3,hydride,6,passed,,57,-931.0406,-16.334046,502.1
BaIrF3,perovskite,6,passed,,51,-4926.4636,-96.597325,123.7
BaIrN3,perovskite,5,passed,,26,-1309.3109,-50.358112,160.9
BaMoF3,perovskite,5,passed,,45,-3952.0217,-87.822704,13.8
BaIrF3,perovskite,5,passed,,27,-2044.4889,-75.721811,193.1
BaMnO3,perovskite,5,passed,,48,-3127.0607,-65.147098,112.2
BaIrO3,perovskite,5,passed,,32,-2054.2397,-64.194991,217.4
BaIrO3,perovskite,6,passed,,52,-3509.1859,-67.484344,200.9
BaMoF3,perovskite,6,passed,,48,-4071.2978,-84.818704,64.4
BaMoO3,perovskite,5,passed,,45,-3065.6883,-68.126407,13.5
BaNbF3,perovskite,5,passed,,27,-1717.8339,-63.623478,17.1
BaNbF3,perovskite,6,passed,,51,-4627.7682,-90.740553,19.3
BaMoO3,perovskite,6,passed,,57,-3555.1514,-62.371077,34.0
BaNbO3,perovskite,5,passed,,27,-1377.2719,-51.01007,10.6
BaNbN3,perovskite,6,passed,,57,-2570.7731,-45.101282,32.8
BaNiF3,perovskite,5,passed,,45,-4291.8688,-95.374862,8.5
BaMnN3,perovskite,5,passed,,45,-2344.9616,-52.110258,212.9
BaMnN3,perovskite,6,passed,,54,-2825.7755,-52.329176,213.4
BaMoN3,perovskite,5,passed,,45,-2286.5917,-50.813149,147.3
BaNbN3,perovskite,5,passed,,45,-2203.3725,-48.963833,82.5
BaNiF3,perovskite,6,passed,,48,-4567.5933,-95.158194,42.9
BaNbO3,perovskite,6,passed,,63,-3623.8145,-57.520865,80.0
BaNiN3,perovskite,5,passed,,27,-1530.9726,-56.702689,51.5
BaOsF3,perovskite,5,passed,,27,-1929.835,-71.47537,38.7
SrFeH3,hydride,6,failed,timeout,87,,,900.0
BaOsF3,perovskite,6,passed,,51,-4817.7804,-94.466282,25.5
BaOsO3,perovskite,5,passed,,27,-1579.0018,-58.481548,10.5
BaPdCl3,perovskite,5,passed,,21,-1408.6346,-67.077838,9.2
BaOsO3,perovskite,6,passed,,63,-3833.4872,-60.849003,29.7
BaMoN3,perovskite,6,passed,,48,-2414.494,-50.301958,213.0
BaNiO3,perovskite,5,passed,,37,-2558.4807,-69.148127,95.4
BaPdF3,perovskite,6,passed,,51,-4766.2942,-93.456749,37.5
SrZrH3,hydride,6,passed,,57,-788.3509,-13.830718,579.2
BaPdO3,perovskite,5,passed,,27,-1501.5503,-55.612974,38.9
BaOsN3,perovskite,5,passed,,27,-1271.2325,-47.082685,168.1
BaPdF3,perovskite,5,passed,,27,-1931.788,-71.547704,159.4
BaPdCl3,perovskite,6,passed,,27,-1540.5185,-57.056241,202.6
BaPdN3,perovskite,5,passed,,27,-1287.476,-47.684296,181.4
BaNiO3,perovskite,6,passed,,53,-3749.1858,-70.739355,313.7
BaPdS3,perovskite,5,passed,,21,-849.3683,-40.44611,125.8
BaMnO3,perovskite,6,passed,,69,-4519.4601,-65.499422,574.3
BaPtF3,perovskite,6,passed,,51,-4907.5177,-96.225837,92.1
BaPtN3,perovskite,5,passed,,27,-1363.6948,-50.507215,62.2
BaReF3,perovskite,5,passed,,27,-1833.8501,-67.920374,19.0
BaReF3,perovskite,6,passed,,51,-4735.0133,-92.843398,30.0
BaPtN3,perovskite,6,passed,,51,-2910.2514,-57.063753,115.1
BaPtF3,perovskite,5,passed,,27,-2019.0753,-74.780567,216.4
BaReO3,perovskite,5,passed,,27,-1495.2654,-55.3802,15.4
BaReO3,perovskite,6,passed,,63,-3764.954,-59.761175,33.4
BaPdO3,perovskite,6,passed,,63,-3813.586,-60.533111,385.6
BaPtO3,perovskite,5,passed,,45,-3230.6755,-71.792789,225.2
BaRhF3,perovskite,6,passed,,51,-4839.9308,-94.900604,20.1
BaPdS3,perovskite,6,passed,,45,-2424.0527,-53.867838,393.5
BaOsN3,perovskite,6,passed,,51,-2813.0151,-55.157159,640.8
BaRhF3,perovskite,5,passed,,27,-1951.261,-72.268926,150.3
BaRhO3,perovskite,5,passed,,29,-2033.1256,-70.107779,81.2
BaRhN3,perovskite,6,passed,,51,-2838.585,-55.658529,128.2
BaPdN3,perovskite,6,passed,,51,-2800.6457,-54.914622,595.5
BaRuF3,perovskite,6,passed,,51,-4750.7827,-93.152602,26.4
BaRhN3,perovskite,5,passed,,27,-1298.9653,-48.109826,196.1
BaNiN3,perovskite,6,passed,,51,-3057.1867,-59.944837,815.2
BaReN3,perovskite,5,passed,,26,-1252.5862,-48.176392,406.5
BaScCl3,perovskite,5,passed,,21,-1180.6005,-56.219071,56.8
BaScF3,perovskite,5,passed,,27,-1607.4692,-59.535896,14.2
BaScF3,perovskite,6,passed,,51,-4526.1969,-88.748959,16.9
BaPtO3,perovskite,6,passed,,51,-3664.429,-71.851549,513.7
BaScN3,perovskite,5,passed,,27,-937.3345,-34.716093,6.1
BaScO3,perovskite,5,passed,,27,-1261.5171,-46.722856,11.0
BaScO3,perovskite,6,passed,,51,-3378.3635,-66.242422,48.4
BaTaF3,perovskite,5,passed,,27,-1697.8742,-62.88423,22.0
BaRuN3,perovskite,5,passed,,27,-1213.3735,-44.939759,255.3
BaRuO3,perovskite,6,passed,,63,-4060.9868,-64.460108,213.6
BaRuF3,perovskite,5,passed,,27,-1857.4824,-68.795644,312.4
BaTaO3,perovskite,5,passed,,27,-1366.0757,-50.595396,9.2
BaTaN3,perovskite,6,passed,,57,-2542.2582,-44.601021,28.3
BaScCl3,perovskite,6,passed,,27,-1223.6949,-45.322033,194.2
BaTiF3,perovskite,5,passed,,45,-3833.8368,-85.196373,19.6
BaReN3,perovskite,6,passed,,41,-2051.5215,-50.03711,610.4
BaTaN3,perovskite,5,passed,,45,-2189.1713,-48.648251,102.2
BaTiO3,perovskite,5,passed,,27,-1319.6473,-48.875826,16.1
BaTaO3,perovskite,6,passed,,63,-3622.9299,-57.506824,89.5
BaVF3,perovskite,5,passed,,45,-3890.8078,-86.462396,18.3
BaTiN3,perovskite,5,passed,,45,-2141.9434,-47.598742,95.1
BaTiN3,perovskite,6,passed,,48,-2216.828,-46.183917,105.1
BaTiO3,perovskite,6,passed,,63,-3552.9115,-56.395421,58.0
BaRuN3,perovskite,6,passed,,51,-2751.857,-53.95798,438.7
BaRuO3,perovskite,5,passed,,36,-2354.4637,-65.401769,451.1
BaVN3,perovskite,6,passed,,48,-2313.3603,-48.195006,71.4
BaVN3,perovskite,5,passed,,45,-2211.7521,-49.150047,94.7
BaTiF3,perovskite,6,passed,,48,-3905.6962,-81.368671,224.8
BaWF3,perovskite,6,passed,,51,-4675.8832,-91.683984,48.4
BaVO3,perovskite,5,passed,,30,-1670.0974,-55.669913,120.4
BaWO3,perovskite,5,passed,,27,-1429.7764,-52.954681,11.9
BaYCl3,perovskite,5,passed,,15,-593.8171,-39.587807,16.7
BaWO3,perovskite,6,passed,,63,-3699.3674,-58.720117,52.8
BaScN3,perovskite,6,passed,,51,-2477.0509,-48.569625,448.7
BaYF3,perovskite,5,passed,,21,-866.8985,-41.280881,7.7
BaVF3,perovskite,6,passed,,54,-4179.001,-77.388907,223.5
BaYN3,perovskite,5,passed,,27,-934.3014,-34.603756,6.7
BaYO3,perovskite,5,passed,,27,-1261.4044,-46.718681,10.3
BaWN3,perovskite,5,passed,,30,-1486.1164,-49.537213,137.4
BaYS3,perovskite,5,passed,,21,-943.6765,-44.936976,7.6
BaYS3,perovskite,6,passed,,27,-982.1162,-36.374674,15.3
BaYN3,perovskite,6,passed,,51,-2409.5792,-47.246651,55.8
BaYO3,perovskite,6,passed,,51,-3377.6764,-66.228949,61.7
BaWF3,perovskite,5,passed,,27,-1789.1542,-66.26497,234.2
BaTaF3,perovskite,6,passed,,51,-4632.7888,-90.838996,490.6
BaZnO3,perovskite,5,passed,,27,-2045.9999,-75.777774,16.5
BaZnO3,perovskite,6,passed,,63,-4246.7388,-67.408552,21.9
BaZrF3,perovskite,5,passed,,27,-1656.1605,-61.339278,14.8
BaYCl3,perovskite,6,passed,,21,-679.4187,-32.353271,221.2
BaZrN3,perovskite,5,passed,,27,-1002.1309,-37.115959,11.4
BaZrF3,perovskite,6,passed,,51,-4575.558,-89.716824,24.9
BaZrO3,perovskite,5,passed,,27,-1316.2438,-48.74977,13.2
BaZrO3,perovskite,6,passed,,51,-3462.6064,-67.894243,48.2
BaZnF3,perovskite,6,passed,,51,-5289.9396,-103.724306,204.3
BaZrN3,perovskite,6,passed,,51,-2493.3019,-48.888273,67.4
BaZnN3,perovskite,6,failed,exit_1,48,,,204.1
BaYF3,perovskite,6,passed,,45,-3790.4379,-84.231953,300.6
BaRhO3,perovskite,6,passed,,68,-4596.6943,-67.598446,1020.4
BaWN3,perovskite,6,passed,,51,-2427.4935,-47.597912,459.2
CaCrN3,perovskite,5,passed,,45,-2203.951,-48.976689,120.7
CaCrO3,perovskite,5,passed,,50,-2979.3586,-59.587172,118.7
BaZnN3,perovskite,5,failed,exit_1,45,,,341.4
BaZnF3,perovskite,5,passed,,27,-2408.8855,-89.217981,365.5
CaCuF3,perovskite,5,passed,,45,-4106.5928,-91.257618,62.6
CaCuN3,perovskite,6,passed,,36,-1981.0689,-55.029692,151.8
CaCrF3,perovskite,5,passed,,45,-3890.0612,-86.445804,318.0
CaFeF3,perovskite,5,passed,,51,-4890.5627,-95.893386,24.4
CaFeF3,perovskite,6,passed,,63,-4982.0505,-79.080167,41.6
CaCuN3,perovskite,5,passed,,23,-1313.6733,-57.11623,207.6
BaVO3,perovskite,6,passed,,64,-3676.2281,-57.441064,857.1
CaFeO3,perovskite,5,passed,,50,-3383.6147,-67.672294,88.8
CaCuO3,perovskite,5,passed,,45,-3266.5857,-72.590793,322.1
CaHfF3,perovskite,6,passed,,51,-4596.8017,-90.133367,47.9
CaHfF3,perovskite,5,passed,,27,-1673.0798,-61.965919,179.7
CaHfN3,perovskite,5,passed,,45,-2135.9138,-47.464751,124.1
CaHfN3,perovskite,6,passed,,57,-2410.8957,-42.296416,60.7
CaHfO3,perovskite,5,passed,,27,-1326.9514,-49.146348,44.0
CaHfO3,perovskite,6,passed,,63,-3594.1591,-57.050144,43.3
CaCrF3,perovskite,6,passed,,66,-5287.0771,-80.107229,828.9
CaCrO3,perovskite,6,passed,,88,-5272.5674,-59.915539,818.7
