formula,class,source,status,reason,energy_eV,energy_per_atom_eV,a_initial,a_relaxed,n_atoms,volume_change_pct,confidence_update,elapsed_sec
CsScCl3,perovskite,materials_project,passed,,-568.8065,-56.88065,7.0063,7.3938,10,17.92,medium,22.6
CsPdO3,perovskite,materials_project,suspect,vol_187pct,-323.199,-64.6398,4.1997,5.9994,5,186.59,low,25.4
CsPdCl3,perovskite,materials_project,passed,,-1250.399,-62.51995,9.7312,10.3863,20,28.04,low,27.5
RbTaO3,perovskite,materials_project,passed,,-1239.2968,-61.96484,7.5216,7.8075,20,8.98,high,50.1
CaCuO3,perovskite,materials_project,passed,,-342.2967,-68.45934,3.8036,3.7102,5,7.19,high,5.7
CaTiO3,perovskite,materials_project,passed,,-1233.3406,-61.66703,6.1693,6.2721,20,4.49,high,35.9
CaCrO3,perovskite,materials_project,passed,,-1249.8828,-62.49414,6.1181,5.9638,20,7.13,high,28.1
CaZnO3,perovskite,materials_project,passed,,-394.2737,-78.85474,3.8766,3.8119,5,4.93,high,5.8
CaVO3,perovskite,materials_project,passed,,-1265.7714,-63.28857,6.0723,6.0963,20,1.1,high,38.1
CaYO3,perovskite,materials_project,passed,,-297.1595,-59.4319,4.3455,4.4613,5,8.16,high,5.6
RbNiF3,perovskite,materials_project,passed,,-2725.714,-90.857133,8.6459,9.3538,30,22.23,low,90.0
CaRuO3,perovskite,materials_project,passed,,-329.4205,-65.8841,3.9295,3.8995,5,2.28,high,3.6
CaNbO3,perovskite,materials_project,passed,,-1260.6831,-63.034155,6.4194,6.4264,20,0.4,high,21.7
CaHfO3,perovskite,materials_project,passed,,-308.3413,-61.66826,4.067,4.1199,5,3.95,high,2.9
CaZrO3,perovskite,materials_project,passed,,-2470.7904,-61.76976,8.4708,8.5388,40,0.16,high,27.4
CaMnO3,perovskite,materials_project,passed,,-1334.8384,-66.74192,6.1013,5.9511,20,7.2,high,57.2
CaMoO3,perovskite,materials_project,passed,,-1302.5443,-65.127215,6.2881,6.2624,20,0.92,high,39.9
CaNiO3,perovskite,materials_project,passed,,-1476.7158,-73.83579,6.1101,6.1051,20,4.69,high,75.0
CaWO3,perovskite,materials_project,passed,,-1287.7562,-64.38781,6.4284,6.2868,20,6.45,high,36.9
CaRhO3,perovskite,materials_project,passed,,-2041.6716,-68.05572,8.1539,8.1804,30,1.6,high,49.1
CaFeO3,perovskite,materials_project,passed,,-1378.7275,-68.936375,6.1811,5.971,20,9.34,high,89.7
CaOsO3,perovskite,materials_project,passed,,-1352.5585,-67.627925,6.2626,6.2514,20,0.18,high,28.0
SrScO3,perovskite,materials_project,passed,,-297.3273,-59.46546,4.1399,4.2445,5,7.77,high,6.6
SrVO3,perovskite,materials_project,passed,,-315.127,-63.0254,3.9009,3.9322,5,2.42,high,3.5
NaPdF3,perovskite,materials_project,passed,,-1677.1392,-83.85696,6.8999,8.1297,20,28.26,low,220.3
CaReN3,perovskite,materials_project,passed,,-1001.597,-50.07985,6.967,6.8624,20,0.53,high,52.8
SrFeO3,perovskite,materials_project,passed,,-343.2166,-68.64332,3.8288,3.9541,5,10.12,medium,9.9
SrCuO3,perovskite,materials_project,passed,,-340.7322,-68.14644,3.8384,3.8899,5,4.08,high,4.1
KFeO3,perovskite,materials_project,passed,,-1355.2464,-67.76232,8.0101,7.9964,20,13.12,medium,213.2
SrZnO3,perovskite,materials_project,passed,,-393.2397,-78.64794,3.9801,3.9858,5,0.44,high,3.1
CaMoN3,perovskite,materials_project,passed,,-491.7021,-49.17021,6.0545,5.4171,10,17.65,medium,91.2
CaPtO3,perovskite,materials_project,passed,,-698.2203,-69.82203,5.2384,5.2751,10,3.14,high,33.3
CaIrO3,perovskite,materials_project,passed,,-1402.9811,-70.149055,6.1965,6.2412,20,2.39,high,39.9
SrTiO3,perovskite,materials_project,passed,,-614.4995,-61.44995,5.5339,5.7031,10,9.52,high,30.7
SrMnO3,perovskite,materials_project,passed,,-1330.5949,-66.529745,6.6659,6.753,20,4.42,high,24.2
CaWN3,perovskite,materials_project,passed,,-485.1614,-48.51614,5.6256,5.5188,10,2.15,high,71.5
SrTaO3,perovskite,materials_project,passed,,-313.4037,-62.68074,4.0669,4.1001,5,2.47,high,3.0
SrPdO3,perovskite,materials_project,passed,,-328.2572,-65.65144,4.0395,4.0089,5,2.26,high,7.2
SrWO3,perovskite,materials_project,passed,,-320.8686,-64.17372,4.1013,4.0382,5,4.54,high,3.3
SrNiO3,perovskite,materials_project,passed,,-367.7498,-73.54996,3.8985,3.9681,5,5.41,high,21.7
SrReO3,perovskite,materials_project,passed,,-327.4465,-65.4893,3.9969,4.0528,5,4.26,high,3.2
SrNbO3,perovskite,materials_project,passed,,-1257.3967,-62.869835,6.5306,6.6396,20,5.24,high,19.3
SrZrO3,perovskite,materials_project,passed,,-615.0977,-61.50977,5.844,5.9779,10,8.08,high,24.4
SrMoO3,perovskite,materials_project,passed,,-649.2439,-64.92439,5.6292,5.6871,10,3.07,high,20.4
SrPtO3,perovskite,materials_project,passed,,-346.622,-69.3244,4.0624,4.0558,5,0.49,high,4.3
BaScO3,perovskite,materials_project,passed,,-296.9634,-59.39268,4.2197,4.3239,5,7.59,high,6.1
SrHfO3,perovskite,materials_project,passed,,-1231.3838,-61.56919,6.5646,6.7246,20,7.49,high,24.7
BaTiO3,perovskite,materials_project,passed,,-306.3066,-61.26132,4.0338,4.1451,5,8.51,high,5.8
SrRhO3,perovskite,materials_project,passed,,-1354.7957,-67.739785,6.3304,6.4627,20,5.5,high,33.8
SrRuO3,perovskite,materials_project,passed,,-657.0476,-65.70476,5.5855,5.6768,10,6.63,high,36.9
BaFeO3,perovskite,materials_project,passed,,-342.2502,-68.45004,3.9516,4.185,5,18.78,medium,9.0
SrOsO3,perovskite,materials_project,passed,,-1347.6051,-67.380255,6.4025,6.541,20,5.24,high,34.9
BaCuO3,perovskite,materials_project,passed,,-339.3957,-67.87914,4.0037,4.0402,5,2.76,high,4.2
BaZnO3,perovskite,materials_project,passed,,-392.3729,-78.47458,4.115,4.1403,5,1.86,high,2.7
SrReN3,perovskite,materials_project,passed,,-997.6818,-49.88409,7.115,7.3093,20,10.29,medium,41.1
BaZrO3,perovskite,materials_project,passed,,-307.0144,-61.40288,4.2124,4.2987,5,6.27,high,3.9
BaNbO3,perovskite,materials_project,passed,,-313.6364,-62.72728,4.1336,4.2101,5,5.66,high,3.7
BaVO3,perovskite,materials_project,passed,,-1570.6029,-62.824116,7.7656,7.8657,25,3.52,high,27.1
BaMoO3,perovskite,materials_project,passed,,-323.5335,-64.7067,4.0484,4.1292,5,6.1,high,3.6
BaPdO3,perovskite,materials_project,passed,,-327.3382,-65.46764,4.1283,4.1283,5,0.0,high,1.1
BaTaO3,perovskite,materials_project,passed,,-312.4874,-62.49748,4.1308,4.1917,5,4.49,high,5.2
BaHfO3,perovskite,materials_project,passed,,-307.1524,-61.43048,4.1698,4.2583,5,6.5,high,8.3
BaWO3,perovskite,materials_project,passed,,-319.7696,-63.95392,4.1644,4.1394,5,1.78,high,3.3
BaReO3,perovskite,materials_project,passed,,-326.4683,-65.29366,4.0647,4.158,5,7.04,high,3.8
BaMnO3,perovskite,materials_project,passed,,-1659.5995,-66.38398,12.3195,12.2756,25,5.22,high,38.4
BaNiO3,perovskite,materials_project,passed,,-736.6467,-73.66467,5.3795,5.5464,10,9.74,high,33.5
BaOsO3,perovskite,materials_project,passed,,-335.9008,-67.18016,4.0642,4.1544,5,6.8,high,4.1
BaRuO3,perovskite,materials_project,passed,,-983.6484,-65.57656,7.9359,8.0849,15,6.83,high,21.8
SrWN3,perovskite,materials_project,passed,,-483.6103,-48.36103,5.559,5.4632,10,1.27,high,65.9
BaRhO3,perovskite,materials_project,passed,,-1354.6281,-67.731405,7.0657,7.153,20,5.12,high,22.7
Fe2TiSi,heusler,materials_project,passed,,-193.7697,-48.442425,3.993,4.1717,4,13.62,medium,8.0
Fe2TiAl,heusler,materials_project,passed,,-182.8823,-45.720575,3.8734,3.8143,4,3.04,high,11.1
Fe2TiGa,heusler,materials_project,passed,,-184.2197,-46.054925,4.0912,4.273,4,14.56,medium,9.6
Fe2TiGe,heusler,materials_project,passed,,-195.5272,-48.8818,4.0562,4.194,4,10.01,medium,6.5
Fe2TiSb,heusler,materials_project,passed,,-203.8065,-50.951625,4.2748,4.2986,4,1.37,high,7.2
Fe2TiSn,heusler,materials_project,passed,,-192.1565,-48.039125,4.2377,4.3389,4,7.26,high,9.3
BaWN3,perovskite,materials_project,passed,,-481.4585,-48.14585,7.0112,6.9639,10,4.57,high,36.6
Fe2TiIn,heusler,materials_project,passed,,-180.6791,-45.169775,4.3031,4.4799,4,15.2,medium,10.0
Fe2VSi,heusler,materials_project,passed,,-201.2407,-50.310175,3.9517,4.0479,4,6.4,high,6.7
Fe2VSn,heusler,materials_project,passed,,-199.081,-49.77025,4.2176,4.2457,4,2.85,high,3.8
Fe2VAl,heusler,materials_project,passed,,-190.5564,-47.6391,3.8135,3.7147,4,6.6,high,11.3
Fe2VGa,heusler,materials_project,passed,,-191.4683,-47.867075,4.005,4.2077,4,15.67,medium,7.5
Fe2CrAl,heusler,materials_project,passed,,-192.2124,-48.0531,3.9771,4.0211,4,2.41,high,6.7
BaReN3,perovskite,materials_project,passed,,-995.5876,-49.77938,7.3744,7.5842,20,8.97,high,41.9
Fe2CrSn,heusler,materials_project,passed,,-200.5636,-50.1409,4.2466,4.2931,4,4.66,high,3.7
Fe2CrSi,heusler,materials_project,passed,,-202.9155,-50.728875,3.9532,4.0969,4,9.47,high,7.8
Fe2MnSi,heusler,materials_project,passed,,-218.8168,-54.7042,3.9221,3.9221,4,0.0,high,1.3
Fe2CrGa,heusler,materials_project,passed,,-193.6299,-48.407475,4.0261,4.1997,4,16.36,medium,7.1
SrIrO3,perovskite,materials_project,passed,,-2097.2458,-69.908193,8.4816,8.7004,30,8.11,high,94.3
Fe2CrSb,heusler,materials_project,passed,,-212.1765,-53.044125,4.2086,4.2516,4,4.51,high,5.1
Fe2MnGe,heusler,materials_project,passed,,-220.3613,-55.090325,4.0002,3.9936,4,0.75,high,2.2
Fe2CoSi,heusler,materials_project,passed,,-244.0258,-61.00645,3.9497,3.9349,4,1.26,high,4.5
Fe2CoGa,heusler,materials_project,passed,,-233.416,-58.354,4.0386,4.1225,4,9.18,high,4.8
Fe2CoGe,heusler,materials_project,passed,,-245.5598,-61.38995,4.0497,3.9884,4,4.15,high,6.5
Fe2NiSi,heusler,materials_project,passed,,-257.8847,-64.471175,3.9874,3.974,4,1.54,high,3.8
Fe2MnGa,heusler,materials_project,passed,,-208.5673,-52.141825,3.6739,3.7562,4,6.67,high,11.4
Fe2ZrAl,heusler,materials_project,passed,,-170.0504,-42.5126,10.3071,10.3064,4,0.0,high,4.3
Fe2MnAl,heusler,materials_project,passed,,-208.0001,-52.000025,4.1126,4.1091,4,17.18,medium,17.3
Fe2NiGa,heusler,materials_project,passed,,-247.3073,-61.826825,4.0847,4.1623,4,6.17,high,10.1
Fe2MoAl,heusler,materials_project,passed,,-200.8784,-50.2196,4.1442,4.1144,4,3.19,high,5.5
BaIrO3,perovskite,materials_project,passed,,-2095.9573,-69.865243,8.8799,9.0448,30,7.16,high,58.2
Fe2NbGa,heusler,materials_project,passed,,-191.2431,-47.810775,4.1628,4.2491,4,6.39,high,7.5
Fe2HfAl,heusler,materials_project,passed,,-182.4181,-45.604525,4.221,4.2588,4,4.21,high,4.2
Fe2NiAl,heusler,materials_project,passed,,-247.1268,-61.7817,4.0562,4.0394,4,11.56,medium,18.5
Fe2TaGe,heusler,materials_project,passed,,-201.9868,-50.4967,4.1562,4.1486,4,1.11,high,2.5
Fe2HfSn,heusler,materials_project,passed,,-192.126,-48.0315,4.3514,4.4198,4,4.99,high,6.3
Fe2TaGa,heusler,materials_project,passed,,-190.7321,-47.683025,4.1456,4.2583,4,8.43,high,7.4
Fe2WAl,heusler,materials_project,passed,,-197.8947,-49.473675,4.1149,4.1456,4,0.47,high,6.0
Fe2TaAl,heusler,materials_project,passed,,-190.5116,-47.6279,4.1474,3.8411,4,20.02,low,9.9
Co2TiGa,heusler,materials_project,passed,,-208.7415,-52.185375,4.096,4.3718,4,21.35,low,6.8
Co2TiGe,heusler,materials_project,passed,,-219.784,-54.946,4.1046,4.3362,4,14.21,medium,9.7
Co2TiSn,heusler,materials_project,passed,,-216.3536,-54.0884,4.035,4.1619,4,9.73,high,11.2
Co2TiIn,heusler,materials_project,passed,,-205.8511,-51.462775,4.284,4.585,4,22.72,low,9.7
Fe2NbAl,heusler,materials_project,passed,,-193.584,-48.396,4.1646,3.7148,4,27.92,low,31.6
Co2TiAl,heusler,materials_project,passed,,-206.7975,-51.699375,3.8713,3.9077,4,3.26,high,19.5
Co2VAl,heusler,materials_project,passed,,-214.1645,-53.541125,4.0448,4.2226,4,3.34,high,16.9
Co2VGa,heusler,materials_project,passed,,-215.5455,-53.886375,4.0446,4.2954,4,18.95,medium,9.3
Co2VGe,heusler,materials_project,passed,,-226.9933,-56.748325,4.049,4.165,4,8.67,high,8.6
Co2VSi,heusler,materials_project,passed,,-224.9274,-56.23185,4.0,4.1434,4,10.56,medium,12.0
Co2VSn,heusler,materials_project,passed,,-223.689,-55.92225,4.2557,4.3353,4,5.58,high,11.3
Co2CrAl,heusler,materials_project,passed,,-214.0198,-53.50495,4.0372,4.2151,4,12.94,medium,11.2
Co2CrSb,heusler,materials_project,passed,,-234.5538,-58.63845,4.2497,4.3715,4,14.33,medium,11.2
Co2CrGe,heusler,materials_project,passed,,-227.0555,-56.763875,4.0598,4.2541,4,15.77,medium,13.3
Co2CrGa,heusler,materials_project,passed,,-216.3868,-54.0967,4.0486,4.6517,4,24.91,low,14.4
Co2CrIn,heusler,materials_project,passed,,-212.9295,-53.232375,4.2274,4.4546,4,29.13,low,10.0
Co2CrSi,heusler,materials_project,passed,,-225.0556,-56.2639,3.9849,4.2375,4,21.24,low,17.2
Co2CrBi,heusler,materials_project,passed,,-234.8362,-58.70905,4.3633,4.4593,4,19.92,medium,12.0
Co2MnSn,heusler,materials_project,passed,,-241.5241,-60.381025,4.211,4.2418,4,2.9,high,4.2
Co2MnGe,heusler,materials_project,passed,,-244.9479,-61.236975,4.0205,4.0464,4,1.45,high,6.2
Co2FeSi,heusler,materials_project,passed,,-256.1867,-64.046675,3.9591,3.9529,4,0.83,high,2.3
Co2MnGa,heusler,materials_project,passed,,-232.8872,-58.2218,4.0156,4.1843,4,15.51,medium,10.0
Co2MnSb,heusler,materials_project,passed,,-253.289,-63.32225,4.2246,4.1692,4,4.1,high,7.9
Co2MnSi,heusler,materials_project,passed,,-243.0953,-60.773825,3.759,3.8666,4,5.26,high,13.6
Co2FeGe,heusler,materials_project,passed,,-257.9745,-64.493625,4.0327,4.0194,4,1.51,high,4.1
Co2MnAl,heusler,materials_project,passed,,-232.5644,-58.1411,4.0016,4.2044,4,4.8,high,17.6
Co2FeAl,heusler,materials_project,passed,,-245.7627,-61.440675,3.9982,4.1334,4,7.51,high,16.4
Co2FeIn,heusler,materials_project,passed,,-242.3836,-60.5959,4.2329,4.3088,4,16.37,medium,14.3
Co2FeGa,heusler,materials_project,passed,,-245.7158,-61.42895,4.0076,4.3364,4,13.86,medium,17.9
Co2NiGa,heusler,materials_project,passed,,-272.5674,-68.14185,4.3736,4.4973,4,10.85,medium,13.7
Co2ZrGa,heusler,materials_project,passed,,-197.707,-49.42675,10.0122,10.2606,4,14.01,medium,7.2
Co2ZrAl,heusler,materials_project,passed,,-206.5181,-51.629525,4.2723,4.4815,4,10.66,medium,15.5
Co2NiAl,heusler,materials_project,passed,,-272.3494,-68.08735,4.3605,4.1693,4,7.96,high,18.6
Co2ZrSn,heusler,materials_project,passed,,-216.7941,-54.198525,4.429,4.5716,4,7.55,high,7.2
Co2ZrIn,heusler,materials_project,passed,,-206.0057,-51.501425,4.4211,4.673,4,18.03,medium,8.0
Co2NbGa,heusler,materials_project,passed,,-215.2355,-53.808875,4.1998,4.3849,4,12.76,medium,6.1
Co2NbIn,heusler,materials_project,passed,,-201.7236,-50.4309,10.5462,10.7236,4,12.46,medium,5.4
SrCrO3,perovskite,materials_project,passed,,-4357.8749,-62.255356,14.4513,14.2006,70,0.79,high,233.1
Co2NbAl,heusler,materials_project,passed,,-213.4883,-53.372075,4.2058,4.327,4,2.66,high,10.2
Co2HfSb,heusler,materials_project,passed,,-217.4907,-54.372675,10.2209,10.3417,4,7.86,high,4.7
Co2HfGa,heusler,materials_project,passed,,-208.8655,-52.216375,4.2264,4.4677,4,17.64,medium,6.9
Co2HfSn,heusler,materials_project,passed,,-216.8848,-54.2212,4.3952,4.56,4,8.92,high,7.4
Co2HfAl,heusler,materials_project,passed,,-206.7497,-51.687425,4.236,4.4423,4,11.86,medium,11.3
Co2HfIn,heusler,materials_project,passed,,-206.151,-51.53775,4.3881,4.6518,4,19.41,medium,7.8
Co2TaGa,heusler,materials_project,passed,,-214.5635,-53.640875,4.1812,4.3971,4,14.51,medium,6.3
Co2TaAl,heusler,materials_project,passed,,-212.6477,-53.161925,4.1869,4.3388,4,5.13,high,10.5
Ni2TiSb,heusler,materials_project,passed,,-254.3316,-63.5829,4.3268,4.4687,4,9.83,high,6.0
Ni2TiSn,heusler,materials_project,passed,,-243.0451,-60.761275,4.3233,4.4674,4,10.78,medium,8.0
Ni2TiGa,heusler,materials_project,passed,,-235.3052,-58.8263,4.1242,4.3951,4,20.43,low,8.8
Ni2VAl,heusler,materials_project,passed,,-240.4933,-60.123325,4.0963,4.135,4,4.57,high,4.3
Co2NbSn,heusler,materials_project,passed,,-894.1552,-55.8847,6.4151,6.4867,16,3.06,high,23.7
Ni2TiIn,heusler,materials_project,passed,,-232.4113,-58.102825,4.332,4.6418,4,20.19,low,11.7
Ni2TiAl,heusler,materials_project,passed,,-232.6841,-58.171025,3.9092,3.9852,4,9.93,high,17.8
Ni2VGa,heusler,materials_project,passed,,-242.3125,-60.578125,4.0989,4.3049,4,15.79,medium,9.8
Ni2MnAl,heusler,materials_project,passed,,-259.498,-64.8745,4.0767,4.012,4,6.33,high,6.7
Ni2MnSi,heusler,materials_project,passed,,-270.0409,-67.510225,4.02,4.0284,4,0.94,high,2.5
Ni2CrAl,heusler,materials_project,passed,,-238.2184,-59.5546,4.0924,4.3062,4,16.56,medium,11.1
BaPtO3,perovskite,materials_project,passed,,-4857.6742,-69.395346,15.576,15.6629,70,4.11,high,163.0
Ni2VSn,heusler,materials_project,passed,,-250.0031,-62.500775,4.2668,4.373,4,7.58,high,12.3
Ni2MnSn,heusler,materials_project,passed,,-268.9197,-67.229925,4.2568,4.2685,4,1.21,high,3.9
Ni2MnGe,heusler,materials_project,passed,,-272.0368,-68.0092,4.1007,4.0762,4,2.06,high,5.5
Ni2CrIn,heusler,materials_project,passed,,-237.4992,-59.3748,4.2903,4.5131,4,24.96,low,14.6
Ni2MnIn,heusler,materials_project,passed,,-257.5777,-64.394425,4.2778,4.4296,4,16.22,medium,4.8
Ni2FeGe,heusler,materials_project,passed,,-285.9459,-71.486475,3.5705,3.5768,4,0.45,high,4.4
Ni2MnSb,heusler,materials_project,passed,,-280.3703,-70.092575,4.2803,4.2053,4,5.05,high,9.5
Ni2FeGa,heusler,materials_project,passed,,-274.0461,-68.511525,4.0658,4.174,4,8.2,high,9.8
Ni2ZrSn,heusler,materials_project,passed,,-243.0429,-60.760725,4.4678,4.5627,4,7.23,high,6.0
Ni2ZrGa,heusler,materials_project,passed,,-235.0786,-58.76965,4.2846,4.5064,4,15.89,medium,7.5
Ni2ZrSb,heusler,materials_project,passed,,-254.2978,-63.57445,4.47,4.5726,4,7.01,high,7.7
Ni2NbAl,heusler,materials_project,passed,,-239.6824,-59.9206,4.2152,4.2591,4,4.21,high,6.1
Ni2NbGa,heusler,materials_project,passed,,-241.7235,-60.430875,4.2054,4.3756,4,13.13,medium,6.1
Ni2NbSn,heusler,materials_project,passed,,-249.373,-62.34325,4.3847,4.4511,4,4.53,high,5.4
Ni2ZrAl,heusler,materials_project,passed,,-232.2568,-58.0642,4.16,4.0667,4,8.87,high,14.3
Ni2ZrIn,heusler,materials_project,passed,,-232.1069,-58.026725,4.2263,4.3959,4,11.11,medium,10.0
Ni2NbIn,heusler,materials_project,passed,,-227.9388,-56.9847,10.4619,10.7163,4,14.56,medium,5.4
Ni2HfGa,heusler,materials_project,passed,,-235.152,-58.788,4.2509,4.4953,4,17.12,medium,6.9
Ni2HfAl,heusler,materials_project,passed,,-232.744,-58.186,4.2639,4.4643,4,12.94,medium,7.1
Ni2HfSn,heusler,materials_project,passed,,-242.8221,-60.705525,4.4352,4.5652,4,10.03,medium,7.1
Ni2HfIn,heusler,materials_project,passed,,-232.3555,-58.088875,4.3811,4.7332,4,22.72,low,6.9
Ni2TaAl,heusler,materials_project,passed,,-238.1999,-59.549975,4.1967,4.288,4,7.75,high,11.5
Ni2TaGa,heusler,materials_project,passed,,-240.4645,-60.116125,4.189,4.3859,4,15.34,medium,8.4
Cu2TiGa,heusler,materials_project,passed,,-166.1474,-41.53685,9.7367,9.4029,4,17.75,medium,12.3
Cu2CrAl,heusler,materials_project,passed,,-172.3196,-43.0799,4.1969,4.1905,4,0.73,high,2.3
Co2TiSi,heusler,materials_project,passed,,-434.8766,-54.359575,5.081,5.0662,8,1.83,high,153.2
Cu2CrIn,heusler,materials_project,passed,,-171.7917,-42.947925,4.3941,4.4019,4,0.7,high,2.1
Cu2TiIn,heusler,materials_project,passed,,-214.6948,-53.6737,4.216,3.8287,4,28.37,low,23.9
BaCrO3,perovskite,materials_project,passed,,-4341.2263,-62.017519,14.7758,14.6855,70,3.36,high,264.9
Cu2TiAl,heusler,materials_project,suspect,vol_55pct,-223.4708,-55.8677,4.1486,3.0586,4,54.79,low,45.6
Cu2MnGa,heusler,materials_project,passed,,-196.1201,-49.030025,9.8153,9.5147,4,19.81,medium,14.2
Cu2TiSn,heusler,materials_project,passed,,-205.5477,-51.386925,4.4395,7.0671,4,22.52,low,54.6
Cu2TiSb,heusler,materials_project,passed,,-216.8365,-54.209125,4.4955,7.9604,4,22.39,low,56.0
Ni2CoSn,heusler,materials_project,passed,,-885.9605,-73.830042,6.2419,6.5122,12,3.17,high,86.2
Cu2MnSn,heusler,materials_project,suspect,vol_31pct,-265.8406,-66.46015,4.4144,5.6062,4,31.5,low,31.4
Ni2HfSb,heusler,materials_project,passed,,-506.4941,-63.311763,5.4701,5.824,8,15.18,medium,71.8
Cu2FeSn,heusler,materials_project,passed,,-226.7708,-56.6927,4.3446,4.0872,4,17.12,medium,11.6
Cu2NiSn,heusler,materials_project,passed,,-249.7398,-62.43495,4.2784,4.2049,4,2.53,high,10.0
Cu2ZrGa,heusler,materials_project,passed,,-159.0606,-39.76515,10.1118,9.882,4,10.96,medium,7.6
Cu2CoSn,heusler,materials_project,passed,,-237.5,-59.375,4.2859,4.1949,4,8.71,high,13.0
Cu2CrSi,heusler,materials_project,passed,,-218.162,-54.5405,4.1474,3.6865,4,28.45,low,64.5
Cu2HfGa,heusler,materials_project,passed,,-158.8787,-39.719675,10.2869,10.1244,4,9.21,high,5.0
Cu2MnSb,heusler,materials_project,passed,,-259.3565,-64.839125,4.4511,7.0809,4,23.81,low,41.1
Cu2MnIn,heusler,materials_project,passed,,-250.0366,-62.50915,4.37,5.4988,4,29.53,low,45.7
Cu2HfIn,heusler,materials_project,passed,,-201.8277,-50.456925,4.3342,3.9377,4,26.59,low,13.7
Mn2TiAl,heusler,materials_project,passed,,-154.3173,-38.579325,4.3141,4.6455,4,12.74,medium,14.2
Mn2TiGa,heusler,materials_project,passed,,-155.1319,-38.782975,4.3313,4.358,4,1.8,high,6.6
Mn2TiGe,heusler,materials_project,passed,,-167.2007,-41.800175,4.1521,4.222,4,5.21,high,8.3
Mn2TiSi,heusler,materials_project,passed,,-165.1202,-41.28005,4.0691,4.1542,4,9.41,high,16.1
Cu2NiSb,heusler,materials_project,passed,,-260.9635,-65.240875,4.3239,5.3235,4,4.59,high,40.5
Cu2MnAl,heusler,materials_project,suspect,vol_61pct,-279.0595,-69.764875,4.1872,4.9512,4,61.18,low,77.0
Cu2ZrIn,heusler,materials_project,passed,,-178.4925,-44.623125,4.5172,5.5716,4,18.74,medium,31.2
Mn2VGa,heusler,materials_project,passed,,-162.8034,-40.70085,4.2835,4.273,4,1.15,high,5.2
Mn2VSi,heusler,materials_project,passed,,-173.4487,-43.362175,3.984,4.0419,4,5.21,high,8.8
Mn2VGe,heusler,materials_project,passed,,-175.4065,-43.851625,4.0518,4.1056,4,4.13,high,7.8
Mn2VAl,heusler,materials_project,passed,,-162.4399,-40.609975,4.2856,4.1996,4,18.28,medium,16.8
Mn2VSn,heusler,materials_project,passed,,-171.4862,-42.87155,4.2606,4.2939,4,2.26,high,8.0
Mn2CrSi,heusler,materials_project,passed,,-174.7841,-43.696025,3.9243,4.0411,4,8.55,high,8.7
Cu2ZrAl,heusler,materials_project,suspect,vol_56pct,-207.4215,-51.855375,4.3848,3.5642,4,56.16,low,50.1
Mn2VIn,heusler,materials_project,passed,,-159.1665,-39.791625,4.4203,4.4327,4,10.04,medium,11.0
Mn2CoGe,heusler,materials_project,passed,,-219.2713,-54.817825,4.0545,4.042,4,1.37,high,3.2
Mn2CrAl,heusler,materials_project,passed,,-164.0595,-41.014875,4.3434,3.9533,4,22.98,low,13.8
Mn2CoSi,heusler,materials_project,passed,,-217.3883,-54.347075,3.9881,3.9578,4,1.5,high,8.8
Mn2NiSi,heusler,materials_project,passed,,-230.9297,-57.732425,4.0036,3.9929,4,1.16,high,4.9
Mn2CoAl,heusler,materials_project,passed,,-206.947,-51.73675,4.0604,4.1634,4,10.95,medium,15.2
Mn2NbAl,heusler,materials_project,passed,,-161.0023,-40.250575,4.2355,4.2295,4,0.73,high,4.1
Cu2HfAl,heusler,materials_project,suspect,vol_57pct,-210.839,-52.70975,4.349,3.4818,4,57.2,low,54.0
Mn2CoIn,heusler,materials_project,passed,,-203.7475,-50.936875,4.3657,4.3809,4,13.12,medium,13.1
Mn2CoSn,heusler,materials_project,passed,,-215.9858,-53.99645,4.3429,4.6606,4,1.69,high,14.7
Mn2CoSb,heusler,materials_project,passed,,-227.7861,-56.946525,4.2365,4.5369,4,2.04,high,14.2
Mn2NiSn,heusler,materials_project,passed,,-229.6241,-57.406025,4.2761,4.7437,4,5.73,high,11.4
Mn2TaAl,heusler,materials_project,passed,,-160.3721,-40.093025,4.2173,4.2289,4,1.16,high,3.2
Mn2NbGa,heusler,materials_project,passed,,-162.3283,-40.582075,4.2509,4.3766,4,9.05,high,6.8
Mn2TaSi,heusler,materials_project,passed,,-160.4908,-40.1227,10.0244,10.0115,4,0.87,high,4.2
Mn2WAl,heusler,materials_project,passed,,-169.8847,-42.471175,4.1433,4.1405,4,0.34,high,4.2
Mn2NiSb,heusler,materials_project,passed,,-241.3043,-60.326075,4.2713,4.6169,4,2.13,high,18.5
Mn2TaGa,heusler,materials_project,passed,,-161.7209,-40.430225,4.212,4.3692,4,11.62,medium,8.4
Mn2TaGe,heusler,materials_project,passed,,-173.7452,-43.4363,4.1809,4.2568,4,6.28,high,8.4
Mn2WSn,heusler,materials_project,passed,,-179.2829,-44.820725,4.3142,4.313,4,0.28,high,2.5
Mn2MoGa,heusler,materials_project,passed,,-161.0485,-40.262125,10.4298,10.3114,4,6.32,high,16.5
Mn2WGa,heusler,materials_project,passed,,-170.8262,-42.70655,4.1464,4.2909,4,10.91,medium,7.6
Mn2WGe,heusler,materials_project,passed,,-169.9207,-42.480175,10.3206,10.1854,4,8.19,high,7.1
Mn2WSi,heusler,materials_project,passed,,-168.1113,-42.027825,10.2979,10.084,4,10.06,medium,11.8
