formula,class,source,status,reason,energy_eV,energy_per_atom_eV,a_initial,a_relaxed,n_atoms,volume_change_pct,confidence_update,elapsed_sec
CrNiVW,hea,prototype,passed,,-774.7476,-48.421725,5.94,6.236,16,9.39,high,263.8
CrMoVW,hea,prototype,passed,,-579.6377,-36.227356,6.11,6.1898,16,3.88,high,53.3
CrMoTaV,hea,prototype,passed,,-537.909,-33.619312,6.18,6.2873,16,4.87,high,65.5
CrNbVW,hea,prototype,passed,,-530.7415,-33.171344,6.185,6.4344,16,1.72,high,116.1
CrCuTaV,hea,prototype,passed,,-652.7895,-40.799344,6.08,5.5032,16,29.82,low,258.8
CrTaVW,hea,prototype,passed,,-516.8296,-32.30185,6.185,6.2897,16,4.69,high,80.2
AlCrCuV,hea,prototype,suspect,vol_48pct,-632.346,-39.521625,6.085,5.157,16,48.03,low,189.4
CrNbTaV,hea,prototype,passed,,-486.4891,-30.405569,6.255,6.5721,16,6.1,high,138.9
AlCrNbV,hea,prototype,passed,,-467.9386,-29.246163,6.26,6.1721,16,14.75,medium,176.9
CoFeMnV,hea,prototype,passed,,-914.8081,-57.175506,5.795,5.6796,16,7.15,high,81.4
FeMnNiV,hea,prototype,passed,,-969.991,-60.624437,5.79,5.7343,16,4.66,high,82.6
AlCrMoV,hea,prototype,passed,,-525.6072,-32.85045,6.185,6.1853,16,13.68,medium,187.0
FeMnMoV,hea,prototype,passed,,-778.2726,-48.642038,5.96,5.9064,16,4.19,high,102.3
AlCrVW,hea,prototype,passed,,-498.0951,-31.130944,6.19,6.0298,16,7.74,high,132.0
CoMnNiV,hea,prototype,passed,,-1019.8005,-63.737531,5.765,5.7341,16,3.08,high,68.6
FeMnVW,hea,prototype,passed,,-762.7794,-47.673713,5.965,5.9474,16,2.5,high,111.7
FeMnNbV,hea,prototype,passed,,-730.369,-45.648063,6.035,6.2087,16,3.0,high,189.4
CuFeMnV,hea,prototype,suspect,vol_46pct,-1000.816,-62.551,5.86,4.8652,16,46.26,low,205.0
AlCrTaV,hea,prototype,passed,,-455.0779,-28.442369,6.26,6.1702,16,11.12,medium,251.0
CrCuNiV,hea,prototype,failed,timeout,,,7.315,,32,,,629.6
AlFeMnV,hea,prototype,passed,,-704.4734,-44.029587,6.04,5.7694,16,19.63,medium,171.8
CoMnVW,hea,prototype,passed,,-814.2358,-50.889738,5.94,6.0687,16,0.76,high,84.6
CoMnMoV,hea,prototype,passed,,-828.2699,-51.766869,5.935,5.9136,16,2.58,high,124.4
CoMnNbV,hea,prototype,passed,,-778.9589,-48.684931,6.01,6.1172,16,2.53,high,195.8
AlCoMnV,hea,prototype,passed,,-752.0068,-47.000425,6.015,5.7084,16,18.23,medium,121.4
FeMnTaV,hea,prototype,passed,,-727.5051,-45.469069,6.035,6.371,16,0.56,high,277.6
MnMoNiV,hea,prototype,passed,,-882.1434,-55.133963,5.93,5.9348,16,1.29,high,105.0
MnNiVW,hea,prototype,passed,,-865.892,-54.11825,5.935,6.0564,16,0.53,high,114.9
MnNbNiV,hea,prototype,passed,,-833.2621,-52.078881,6.005,6.2715,16,2.43,high,193.8
CoMnTaV,hea,prototype,passed,,-775.2847,-48.455294,6.01,6.2939,16,8.12,high,240.2
CuMnNbV,hea,prototype,suspect,vol_33pct,-764.9962,-47.812263,6.075,5.3507,16,33.24,low,105.3
AlMnNiV,hea,prototype,passed,,-805.9125,-50.369531,6.01,5.8483,16,14.71,medium,140.5
MnNiTaV,hea,prototype,passed,,-829.7669,-51.860431,6.005,6.3901,16,4.17,high,200.0
CuMnMoV,hea,prototype,suspect,vol_37pct,-833.8167,-52.113544,6.0,5.1992,16,37.24,low,136.1
MnNbTaV,hea,prototype,passed,,-582.9564,-36.434775,6.25,6.3684,16,5.68,high,60.5
MnNbVW,hea,prototype,passed,,-621.4588,-38.841175,6.18,6.2669,16,4.15,high,51.3
CuMnNiV,hea,prototype,passed,,-2021.5832,-63.174475,7.29,6.6468,32,24.46,low,286.2
MnMoNbV,hea,prototype,passed,,-639.4668,-39.966675,6.175,6.2036,16,1.28,high,81.9
AlCuMnV,hea,prototype,suspect,vol_44pct,-750.6104,-46.91315,6.08,5.0314,16,43.9,low,91.9
MnMoVW,hea,prototype,passed,,-673.5428,-42.096425,6.105,6.1133,16,0.36,high,60.6
CoCuMnV,hea,prototype,passed,,-1904.8298,-59.525931,7.3,6.754,32,22.93,low,449.5
CuMnVW,hea,prototype,suspect,vol_31pct,-796.5848,-49.78655,6.005,5.3627,16,31.31,low,175.1
CuMnTaV,hea,prototype,passed,,-751.5527,-46.972044,6.075,5.8913,16,29.65,low,243.8
AlMnMoV,hea,prototype,passed,,-613.9272,-38.37045,6.18,5.8082,16,18.22,medium,127.4
AlMnVW,hea,prototype,passed,,-595.1713,-37.198206,6.185,5.8884,16,15.88,medium,121.8
AlMnTaV,hea,prototype,passed,,-555.8075,-34.737969,6.255,5.9786,16,14.42,medium,126.0
CoFeNiV,hea,prototype,passed,,-2146.6844,-67.083888,7.265,7.2575,32,0.39,high,88.2
AlMnNbV,hea,prototype,passed,,-561.8526,-35.115788,6.255,5.916,16,16.83,medium,162.4
MnTaVW,hea,prototype,passed,,-616.8741,-38.554631,6.18,6.5397,16,2.87,high,151.1
CoFeVW,hea,prototype,passed,,-868.575,-54.285938,5.94,6.1066,16,0.08,high,61.2
MnMoTaV,hea,prototype,passed,,-637.2829,-39.830181,6.175,6.3739,16,0.13,high,207.3
FeMoNiV,hea,prototype,passed,,-936.5059,-58.531619,5.93,5.9215,16,1.82,high,79.1
FeNbNiV,hea,prototype,passed,,-887.5181,-55.469881,6.005,6.0448,16,0.36,high,95.8
AlCoFeV,hea,prototype,passed,,-805.664,-50.354,6.015,5.7108,16,16.89,medium,113.6
CoFeTaV,hea,prototype,passed,,-831.681,-51.980063,6.01,6.1134,16,0.78,high,138.4
CoFeNbV,hea,prototype,passed,,-834.4778,-52.154863,6.01,6.2518,16,1.47,high,184.7
FeNiVW,hea,prototype,passed,,-921.7062,-57.606637,5.935,6.0465,16,0.73,high,78.9
CoFeMoV,hea,prototype,passed,,-881.9494,-55.121837,5.935,6.1046,16,1.71,high,175.9
AlFeNiV,hea,prototype,passed,,-860.6713,-53.791956,6.01,5.7257,16,17.13,medium,98.8
CuFeMoV,hea,prototype,suspect,vol_39pct,-935.4467,-58.465419,6.0,5.0971,16,39.36,low,116.0
CuFeNbV,hea,prototype,suspect,vol_36pct,-887.6684,-55.479275,6.075,5.2671,16,36.49,low,150.5
CuFeTaV,hea,prototype,suspect,vol_32pct,-822.9275,-51.432969,6.075,5.3998,16,32.43,low,157.8
FeNiTaV,hea,prototype,passed,,-883.7017,-55.231356,6.005,6.2907,16,1.63,high,230.0
AlCuFeV,hea,prototype,suspect,vol_56pct,-859.2977,-53.706106,6.08,4.6577,16,56.11,low,153.4
FeNbTaV,hea,prototype,passed,,-636.8746,-39.804662,6.25,6.3041,16,2.42,high,101.4
AlFeNbV,hea,prototype,passed,,-618.2884,-38.643025,6.255,5.8654,16,19.18,medium,88.5
FeMoNbV,hea,prototype,passed,,-695.4234,-43.463963,6.175,6.249,16,0.94,high,221.2
FeNbVW,hea,prototype,passed,,-678.7219,-42.420119,6.18,6.5173,16,0.36,high,159.6
AlFeMoV,hea,prototype,passed,,-668.8795,-41.804969,6.18,5.8216,16,18.32,medium,99.0
CuFeVW,hea,prototype,suspect,vol_37pct,-900.3189,-56.269931,6.005,5.2661,16,36.65,low,257.1
FeMoTaV,hea,prototype,passed,,-689.374,-43.085875,6.175,6.4883,16,0.85,high,158.8
AlFeVW,hea,prototype,passed,,-649.6041,-40.600256,6.185,5.847,16,16.56,medium,91.8
CoNiVW,hea,prototype,passed,,-970.0377,-60.627356,5.91,6.0242,16,1.6,high,66.2
CoMoNiV,hea,prototype,passed,,-985.3204,-61.582525,5.905,6.0169,16,1.01,high,69.9
FeTaVW,hea,prototype,passed,,-674.8469,-42.177931,6.18,6.4203,16,0.05,high,166.5
FeMoVW,hea,prototype,passed,,-729.3972,-45.587325,6.105,6.251,16,0.32,high,197.7
AlFeTaV,hea,prototype,passed,,-610.1884,-38.136775,6.255,5.9524,16,16.66,medium,153.2
CoCuFeV,hea,prototype,failed,timeout,,,7.31,,32,,,633.6
CuFeNiV,hea,prototype,suspect,vol_36pct,-2288.0015,-71.500047,7.3,6.3649,32,36.38,low,560.6
CoCuNbV,hea,prototype,suspect,vol_30pct,-865.0076,-54.062975,6.05,5.4997,16,30.39,low,127.6
CoCuMoV,hea,prototype,suspect,vol_33pct,-918.6179,-57.413619,5.975,5.2859,16,32.77,low,141.2
CoCuVW,hea,prototype,passed,,-887.5893,-55.474331,5.98,5.4984,16,24.5,low,144.9
AlCoNiV,hea,prototype,passed,,-908.7986,-56.799912,5.985,5.9596,16,10.43,medium,170.6
CoCuTaV,hea,prototype,passed,,-862.6943,-53.918394,6.05,5.6534,16,21.79,low,187.3
CoMoNbV,hea,prototype,passed,,-744.4052,-46.525325,6.15,6.5362,16,2.43,high,177.3
AlCoCuV,hea,prototype,suspect,vol_37pct,-845.3757,-52.835981,6.055,5.2965,16,36.59,low,195.7
CoMoTaV,hea,prototype,passed,,-738.574,-46.160875,6.15,6.1976,16,2.05,high,93.5
CoNbVW,hea,prototype,passed,,-726.3144,-45.39465,6.155,6.2636,16,1.6,high,130.0
AlCoNbV,hea,prototype,passed,,-665.7821,-41.611381,6.23,6.0106,16,15.75,medium,150.3
CoCuNiV,hea,prototype,passed,,-2210.4473,-69.076478,7.245,6.9076,32,13.6,medium,347.1
CoTaVW,hea,prototype,passed,,-719.4947,-44.968419,6.155,6.2679,16,2.87,high,94.4
CoMoVW,hea,prototype,passed,,-777.4437,-48.590231,6.08,6.1391,16,1.32,high,139.1
AlCoMoV,hea,prototype,passed,,-716.1567,-44.759794,6.155,5.8738,16,14.1,medium,135.8
AlCoVW,hea,prototype,passed,,-698.9109,-43.681931,6.16,5.9672,16,13.37,medium,102.9
CuNbNiV,hea,prototype,passed,,-904.7696,-56.5481,6.045,5.5082,16,24.83,low,103.2
CoNbTaV,hea,prototype,passed,,-688.0008,-43.00005,6.225,6.7977,16,4.97,high,264.1
MoNbNiV,hea,prototype,passed,,-796.6502,-49.790638,6.145,6.2284,16,2.71,high,109.4
AlCoTaV,hea,prototype,passed,,-658.6967,-41.168544,6.23,6.2381,16,11.38,medium,188.8
CuNiTaV,hea,prototype,passed,,-894.1923,-55.887019,6.045,5.7251,16,19.2,medium,171.8
MoNiTaV,hea,prototype,passed,,-790.4405,-49.402531,6.145,6.2511,16,3.68,high,118.3
MoNiVW,hea,prototype,passed,,-830.0259,-51.876619,6.075,6.1438,16,2.04,high,126.6
NbNiVW,hea,prototype,passed,,-780.2908,-48.768175,6.15,6.5634,16,3.34,high,201.0
AlMoNiV,hea,prototype,passed,,-769.4138,-48.088363,6.15,5.9333,16,12.79,medium,110.4
AlNiTaV,hea,prototype,passed,,-710.6333,-44.414581,6.225,5.993,16,12.07,medium,111.7
CuNiVW,hea,prototype,passed,,-1886.814,-58.962938,7.465,6.8505,32,24.56,low,320.2
AlCuNiV,hea,prototype,passed,,-898.5985,-56.162406,6.05,5.4916,16,26.6,low,344.8
CuNbTaV,hea,prototype,passed,,-656.9847,-41.061544,6.29,5.8666,16,24.12,low,135.7
AlNbNiV,hea,prototype,passed,,-718.4644,-44.904025,6.225,6.1038,16,13.22,medium,309.3
CuMoNbV,hea,prototype,suspect,vol_32pct,-733.8706,-45.866912,6.215,5.5787,16,31.88,low,163.1
NiTaVW,hea,prototype,passed,,-772.5357,-48.283481,6.15,6.4316,16,4.39,high,259.6
AlCuNbV,hea,prototype,suspect,vol_44pct,-636.4113,-39.775706,6.295,5.2335,16,43.79,low,105.3
AlNiVW,hea,prototype,passed,,-750.5348,-46.908425,6.155,6.05,16,11.85,medium,211.1
NbTaVZr,hea,prototype,passed,,-462.96,-28.935,6.605,6.6446,16,1.78,high,31.2
CuNbVW,hea,prototype,passed,,-697.3275,-43.582969,6.22,5.6906,16,26.57,low,203.9
CuTaVW,hea,prototype,passed,,-685.9321,-42.870756,6.22,5.7011,16,26.49,low,95.4
AlCuMoV,hea,prototype,suspect,vol_45pct,-716.2792,-44.76745,6.22,5.1262,16,44.82,low,114.8
AlNbVZr,hea,prototype,passed,,-441.5789,-27.598681,6.61,6.4134,16,8.92,high,79.6
CuMoVW,hea,prototype,passed,,-765.1669,-47.822931,6.145,5.539,16,29.58,low,127.3
CuMoTaV,hea,prototype,suspect,vol_31pct,-715.2595,-44.703719,6.215,5.7304,16,31.19,low,160.5
MoNbVW,hea,prototype,passed,,-587.9641,-36.747756,6.32,6.3491,16,1.38,high,18.1
MoNbTaV,hea,prototype,passed,,-547.7558,-34.234738,6.39,6.4269,16,1.72,high,31.6
HfMoNbV,hea,prototype,passed,,-521.1302,-32.570637,6.52,6.5456,16,0.95,high,63.9
NbTaVW,hea,prototype,passed,,-527.4702,-32.966887,6.395,6.4376,16,2.0,high,33.1
HfNbVW,hea,prototype,passed,,-501.6867,-31.355419,6.525,6.5521,16,1.25,high,41.5
AlTaVZr,hea,prototype,passed,,-433.875,-27.117188,6.61,6.3955,16,10.92,medium,107.7
HfNbTaV,hea,prototype,passed,,-459.5896,-28.72435,6.595,6.665,16,3.21,high,59.9
AlCuVW,hea,prototype,suspect,vol_40pct,-668.5261,-41.782881,6.225,5.5008,16,39.67,low,160.0
MoTaVW,hea,prototype,passed,,-580.9021,-36.306381,6.32,6.3507,16,1.46,high,30.2
CuMoNiV,hea,prototype,failed,timeout,,,7.46,,32,,,632.8
AlMoNbV,hea,prototype,passed,,-526.5913,-32.911956,6.395,6.2041,16,12.13,medium,122.3
AlHfMoV,hea,prototype,passed,,-494.6567,-30.916044,6.525,6.3117,16,10.24,medium,82.1
AlCuTaV,hea,prototype,suspect,vol_35pct,-638.4911,-39.905694,6.295,5.7132,16,34.59,low,243.3
HfMoTaV,hea,prototype,passed,,-513.2955,-32.080969,6.52,6.625,16,3.19,high,95.9
AlHfNbV,hea,prototype,passed,,-440.1207,-27.507544,6.6,6.4678,16,7.31,high,139.3
HfTaVW,hea,prototype,passed,,-492.4201,-30.776256,6.525,6.5688,16,1.95,high,38.9
AlMoVW,hea,prototype,passed,,-559.723,-34.982687,6.325,6.0741,16,12.74,medium,93.0
AlMoTaV,hea,prototype,passed,,-519.9188,-32.494925,6.395,6.1191,16,13.63,medium,135.0
AlHfVW,hea,prototype,passed,,-471.4668,-29.466675,6.53,6.3183,16,9.81,high,84.5
AlTaVW,hea,prototype,passed,,-496.6773,-31.042331,6.4,6.208,16,8.96,high,73.9
AlHfTaV,hea,prototype,passed,,-430.5691,-26.910569,6.6,6.4739,16,7.75,high,103.6
CrFeMnNi,hea,prototype,passed,,-981.1425,-61.321406,5.715,5.8707,16,3.26,high,87.4
AlNbVW,hea,prototype,passed,,-505.9327,-31.620794,6.4,6.1835,16,13.14,medium,211.9
AlNbTaV,hea,prototype,passed,,-466.2305,-29.139406,6.47,6.2269,16,15.53,medium,232.7
CoCrFeMn,hea,prototype,passed,,-929.1415,-58.071344,5.72,6.0006,16,4.08,high,208.1
CrFeMnNb,hea,prototype,passed,,-735.3377,-45.958606,5.96,6.5159,16,9.63,high,201.1
CrFeMnW,hea,prototype,passed,,-766.9648,-47.9353,5.89,6.4471,16,9.32,high,176.3
AlCrFeMn,hea,prototype,passed,,-712.6666,-44.541663,5.965,5.9196,16,15.61,medium,180.3
CrFeMnTa,hea,prototype,passed,,-729.4207,-45.588794,5.96,6.4021,16,0.6,high,193.3
CoCrMnNb,hea,prototype,passed,,-781.902,-48.868875,5.935,6.3743,16,8.34,high,163.8
CrFeMnMo,hea,prototype,passed,,-783.6591,-48.978694,5.885,6.2095,16,6.28,high,289.0
CoCrMnMo,hea,prototype,passed,,-832.0096,-52.0006,5.86,6.2139,16,12.69,medium,193.3
AlCoCrMn,hea,prototype,passed,,-755.8072,-47.23795,5.94,6.2348,16,7.55,high,176.5
CoCrMnW,hea,prototype,passed,,-812.4215,-50.776344,5.865,6.3136,16,18.37,medium,195.6
CoCrMnNi,hea,prototype,passed,,-2065.7053,-64.553291,7.185,7.4349,32,8.62,high,372.2
CoCrMnTa,hea,prototype,passed,,-773.3605,-48.335031,5.935,6.6866,16,16.72,medium,266.9
CrMnNbNi,hea,prototype,passed,,-831.8028,-51.987675,5.93,6.3967,16,12.93,medium,239.0
CrMnMoNi,hea,prototype,passed,,-883.347,-55.209187,5.855,6.2263,16,12.58,medium,182.8
AlCrMnNi,hea,prototype,passed,,-802.4066,-50.150413,5.935,6.5045,16,8.37,high,136.9
CrMnNiTa,hea,prototype,passed,,-822.3678,-51.397987,5.93,6.4472,16,16.82,medium,206.4
CrCuMnNb,hea,prototype,passed,,-744.5961,-46.537256,6.0,5.3894,16,28.32,low,146.5
CrCuFeMn,hea,prototype,failed,timeout,,,7.285,,32,,,634.0
CrCuMnMo,hea,prototype,suspect,vol_38pct,-422.0776,-52.7597,4.7681,4.2058,8,37.69,low,142.8
CrMnNiW,hea,prototype,passed,,-864.5983,-54.037394,5.86,6.2957,16,11.03,medium,236.1
CoCrCuMn,hea,prototype,passed,,-1913.325,-59.791406,7.23,6.6866,32,24.79,low,562.7
CrCuMnTa,hea,prototype,passed,,-724.4157,-45.275981,6.0,5.5023,16,25.93,low,173.5
AlCrCuMn,hea,prototype,suspect,vol_34pct,-715.5898,-44.724362,6.005,5.3144,16,34.43,low,149.3
CrCuMnW,hea,prototype,suspect,vol_31pct,-799.665,-49.979062,5.93,5.3513,16,31.44,low,205.0
CrMnMoTa,hea,prototype,passed,,-631.669,-39.479312,6.1,6.5166,16,5.29,high,119.7
CrMnNbW,hea,prototype,passed,,-615.2206,-38.451287,6.105,6.3216,16,6.88,high,176.2
CrMnMoNb,hea,prototype,passed,,-639.1632,-39.9477,6.1,6.478,16,5.05,high,180.7
AlCrMnMo,hea,prototype,passed,,-614.6771,-38.417319,6.105,6.3485,16,10.89,medium,166.4
CrMnMoW,hea,prototype,passed,,-669.2027,-41.825169,6.03,6.3149,16,8.72,high,177.9
CrMnTaW,hea,prototype,passed,,-606.0717,-37.879481,6.105,6.8398,16,16.82,medium,185.3
AlCrMnNb,hea,prototype,passed,,-556.1907,-34.761919,6.18,6.4034,16,9.74,high,232.7
CrCuMnNi,hea,prototype,failed,timeout,,,7.22,,32,,,632.4
AlCrMnTa,hea,prototype,passed,,-543.421,-33.963813,6.18,6.8223,16,10.01,medium,230.2
AlCrMnW,hea,prototype,passed,,-586.8552,-36.67845,6.11,6.6086,16,3.67,high,243.6
CoCrFeNb,hea,prototype,passed,,-837.9061,-52.369131,5.935,6.7543,16,12.22,medium,196.0
CoCrFeMo,hea,prototype,passed,,-891.0833,-55.692706,5.86,6.1039,16,5.54,high,179.5
CoCrFeTa,hea,prototype,passed,,-826.7494,-51.671838,5.935,6.4213,16,11.01,medium,190.7
CoCrFeW,hea,prototype,passed,,-871.075,-54.442188,5.865,6.256,16,7.97,high,211.9
AlCoCrFe,hea,prototype,passed,,-812.7438,-50.796487,5.94,6.1296,16,5.28,high,222.0
CrFeNiW,hea,prototype,passed,,-918.8914,-57.430712,5.86,6.2158,16,11.13,medium,176.4
AlCrFeNi,hea,prototype,passed,,-859.3634,-53.710212,5.935,6.3638,16,0.73,high,190.6
CrFeMoNi,hea,prototype,passed,,-942.0702,-58.879387,5.855,6.2278,16,7.15,high,216.2
CrCuFeNb,hea,prototype,suspect,vol_33pct,-870.6693,-54.416831,6.0,5.3141,16,33.27,low,216.4
CoCrFeNi,hea,prototype,passed,,-2180.0071,-68.125222,7.195,7.5202,32,5.97,high,470.1
CrCuFeMo,hea,prototype,suspect,vol_42pct,-973.1153,-60.819706,5.925,5.0047,16,41.98,low,239.1
CrFeNbW,hea,prototype,passed,,-670.2964,-41.893525,6.105,6.441,16,6.92,high,101.1
CrFeMoNb,hea,prototype,passed,,-690.2387,-43.139919,6.1,6.2281,16,5.83,high,110.5
CrCuFeTa,hea,prototype,suspect,vol_35pct,-847.3225,-52.957656,6.0,5.333,16,35.46,low,239.8
AlCrFeNb,hea,prototype,passed,,-610.6078,-38.162987,6.18,6.139,16,11.56,medium,107.3
CrCuFeW,hea,prototype,suspect,vol_39pct,-904.3511,-56.521944,5.93,5.136,16,38.88,low,269.5
AlCrCuFe,hea,prototype,suspect,vol_54pct,-872.8224,-54.5514,6.005,4.7494,16,54.36,low,239.8
CoCrCuFe,hea,prototype,failed,timeout,,,7.24,,32,,,633.3
AlCrFeMo,hea,prototype,passed,,-668.2163,-41.763519,6.105,6.184,16,7.66,high,162.1
AlCrFeW,hea,prototype,passed,,-637.2463,-39.827894,6.11,6.2771,16,1.24,high,106.1
CrCuFeNi,hea,prototype,suspect,vol_35pct,-2307.922,-72.122563,7.23,6.3547,32,35.06,low,573.5
CrFeMoTa,hea,prototype,passed,,-687.6777,-42.979856,6.1,6.455,16,8.77,high,248.1
CrFeMoW,hea,prototype,passed,,-728.1514,-45.509462,6.03,6.365,16,11.01,medium,214.1
CoCrMoNi,hea,prototype,passed,,-989.0508,-61.815675,5.83,6.2513,16,12.48,medium,111.8
AlCrFeTa,hea,prototype,passed,,-601.4123,-37.588269,6.18,6.3237,16,12.81,medium,226.9
CoCrCuNb,hea,prototype,passed,,-855.2151,-53.450944,5.975,5.5609,16,22.38,low,122.8
AlCoCrNi,hea,prototype,passed,,-901.0885,-56.318031,5.91,6.2943,16,10.93,medium,143.5
CoCrNiW,hea,prototype,passed,,-965.3013,-60.331331,5.835,6.243,16,15.31,medium,177.4
CoCrCuTa,hea,prototype,passed,,-818.9593,-51.184956,5.975,5.6517,16,17.59,medium,134.4
CrFeTaW,hea,prototype,passed,,-662.2003,-41.387519,6.105,6.4479,16,7.29,high,366.9
CoCrMoNb,hea,prototype,passed,,-739.0302,-46.189388,6.075,6.6481,16,10.13,medium,112.8
CoCrMoTa,hea,prototype,passed,,-736.338,-46.021125,6.075,6.4253,16,6.96,high,96.6
AlCoCrCu,hea,prototype,passed,,-800.6328,-50.03955,5.98,5.7785,16,16.7,medium,183.6
CoCrNbW,hea,prototype,passed,,-714.6393,-44.664956,6.08,6.2258,16,4.24,high,173.9
CoCrMoW,hea,prototype,passed,,-772.9555,-48.309719,6.005,6.4166,16,13.83,medium,204.5
AlCoCrW,hea,prototype,passed,,-684.6295,-42.789344,6.085,6.2391,16,2.77,high,154.6
AlCoCrMo,hea,prototype,passed,,-712.2888,-44.51805,6.08,6.1988,16,0.16,high,217.9
CoCrCuMo,hea,prototype,passed,,-1842.5121,-57.578503,7.4,6.6267,32,29.46,low,418.1
CrMoNbNi,hea,prototype,passed,,-791.1123,-49.444519,6.07,6.2659,16,9.92,high,62.4
CoCrCuNi,hea,prototype,passed,,-2180.2256,-68.13205,7.175,7.1597,32,7.33,high,550.1
CoCrTaW,hea,prototype,passed,,-706.6061,-44.162881,6.08,6.551,16,13.35,medium,277.9
CrNbNiW,hea,prototype,passed,,-766.0235,-47.876469,6.075,6.5216,16,11.56,medium,90.4
CrCuMoNi,hea,prototype,passed,,-1920.7196,-60.022487,7.39,6.8998,32,18.99,medium,320.0
AlCrCuNi,hea,prototype,passed,,-850.5487,-53.159294,5.975,5.8208,16,13.9,medium,238.5
CoCrCuW,hea,prototype,passed,,-1767.878,-55.246187,7.405,6.9214,32,23.63,low,570.5
AlCrMoNi,hea,prototype,passed,,-763.0492,-47.690575,6.075,6.5724,16,2.33,high,168.8
CrCuNiTa,hea,prototype,passed,,-1745.2995,-54.540609,7.49,7.1173,32,16.17,medium,354.6
CrMoNiTa,hea,prototype,passed,,-781.7401,-48.858756,6.07,6.4758,16,12.9,medium,219.6
CrNiTaW,hea,prototype,passed,,-753.9648,-47.1228,6.075,6.5795,16,10.68,medium,145.9
AlCrNiW,hea,prototype,passed,,-733.9125,-45.869531,6.08,6.2699,16,2.73,high,148.8
CrCuNbNi,hea,prototype,passed,,-1813.1016,-56.659425,7.49,6.8851,32,24.27,low,514.3
CrMoNiW,hea,prototype,passed,,-822.7804,-51.423775,6.0,6.4633,16,11.67,medium,278.1
CrCuNbW,hea,prototype,suspect,vol_31pct,-681.598,-42.599875,6.145,5.5309,16,30.85,low,103.8
CrCuMoNb,hea,prototype,suspect,vol_32pct,-725.2694,-45.329338,6.14,5.5594,16,31.6,low,153.8
CrCuNbTa,hea,prototype,passed,,-628.1145,-39.257156,6.215,5.7091,16,23.41,low,169.2
CrCuMoW,hea,prototype,passed,,-739.6671,-46.229194,6.07,5.5221,16,29.47,low,139.3
CrMoNbTa,hea,prototype,passed,,-536.5724,-33.535775,6.315,6.7218,16,4.6,high,67.8
CrCuNiW,hea,prototype,passed,,-1852.2975,-57.884297,7.395,6.8941,32,20.38,low,491.3
AlCrCuTa,hea,prototype,suspect,vol_41pct,-586.3836,-36.648975,6.22,5.2906,16,40.86,low,98.3
CrCuMoTa,hea,prototype,passed,,-691.9963,-43.249769,6.14,5.6043,16,26.67,low,176.0
CrNbTaW,hea,prototype,passed,,-508.0624,-31.7539,6.32,6.4404,16,5.73,high,39.6
AlCrCuMo,hea,prototype,suspect,vol_50pct,-683.525,-42.720312,6.145,4.9421,16,49.69,low,169.5
CrMoTaW,hea,prototype,passed,,-564.7776,-35.2986,6.245,6.3619,16,5.64,high,34.0
CrCuTaW,hea,prototype,passed,,-653.8939,-40.868369,6.145,5.9752,16,11.91,medium,146.3
AlCrMoNb,hea,prototype,passed,,-514.8056,-32.17535,6.32,6.1841,16,8.83,high,89.0
AlCrNbTa,hea,prototype,passed,,-444.2882,-27.768013,6.395,6.171,16,10.41,medium,60.0
AlCrNbW,hea,prototype,passed,,-488.0931,-30.505819,6.325,6.1326,16,11.09,medium,59.7
AlCrCuNb,hea,prototype,suspect,vol_49pct,-636.4395,-39.777469,6.22,5.0679,16,48.99,low,264.7
CoFeMnNi,hea,prototype,passed,,-2296.408,-71.76275,7.17,6.9376,32,9.41,high,45.7
AlCrTaW,hea,prototype,passed,,-474.4562,-29.653513,6.325,6.1718,16,10.13,medium,62.5
CoFeMnMo,hea,prototype,passed,,-958.7033,-59.918956,5.855,5.7703,16,5.46,high,62.9
CrMoNbW,hea,prototype,passed,,-574.3225,-35.895156,6.245,6.4048,16,3.54,high,197.9
AlCrCuW,hea,prototype,suspect,vol_32pct,-636.7791,-39.798694,6.15,5.5585,16,32.3,low,229.9
AlCrMoTa,hea,prototype,passed,,-502.1657,-31.385356,6.32,6.5153,16,6.59,high,124.8
FeMnMoNi,hea,prototype,passed,,-1012.901,-63.306312,5.85,5.7961,16,4.05,high,102.5
AlFeMnNi,hea,prototype,passed,,-935.7991,-58.487444,5.93,5.5122,16,20.22,low,75.4
FeMnNiW,hea,prototype,passed,,-1000.9296,-62.5581,5.855,5.844,16,2.1,high,89.0
CoFeMnW,hea,prototype,passed,,-946.492,-59.15575,5.86,5.9603,16,0.79,high,165.8
AlCrMoW,hea,prototype,passed,,-544.8587,-34.053669,6.25,6.3503,16,6.08,high,206.5
AlCoFeMn,hea,prototype,passed,,-884.1369,-55.258556,5.935,5.6249,16,22.19,low,206.6
CuFeMnNb,hea,prototype,suspect,vol_38pct,-955.4101,-59.713131,5.995,5.149,16,37.54,low,143.2
FeMnMoW,hea,prototype,passed,,-807.6492,-50.478075,6.025,6.0149,16,1.97,high,111.9
FeMnMoNb,hea,prototype,passed,,-776.1883,-48.511769,6.095,6.2273,16,1.21,high,209.3
CuFeMnTa,hea,prototype,suspect,vol_38pct,-945.6202,-59.101262,5.995,5.1511,16,37.67,low,235.2
FeMnMoTa,hea,prototype,passed,,-773.0547,-48.315919,6.095,6.2426,16,0.71,high,165.1
FeMnNbW,hea,prototype,passed,,-761.2892,-47.580575,6.1,6.5153,16,0.63,high,205.0
